x(1,6) = 3 
x(2,2) = 9 
x(3,1) = 1 
x(4,4) = 8 
x(5,5) = 8 
x(6,6) = 7 
x(7,10) = 6 
x(8,9) = 6 
x(9,2) = 2 
x(10,10) = 9 
x(11,8) = 2 
x(12,4) = 5 
x(13,9) = 6 
x(14,2) = 7 
x(15,10) = 4 
x(16,3) = 9 
x(17,9) = 5 
x(18,5) = 7 
x(19,10) = 9 
x(20,7) = 9 
x(21,8) = 9 
x(22,3) = 9 
x(23,8) = 9 
x(24,8) = 9 
x(25,10) = 4 
x(26,2) = 9 
x(27,3) = 5 
x(28,2) = 9 
x(29,1) = 9 
x(30,10) = 9 
x(31,5) = 8 
x(32,10) = 9 
x(33,2) = 9 
x(34,7) = 0 
x(35,8) = 3 
x(36,2) = 9 
x(37,5) = 9 
x(38,5) = 7 
x(39,4) = 4 
x(40,1) = 9 
x(41,5) = 1 
x(42,6) = 9 
x(43,4) = 8 
x(44,4) = 9 
x(45,4) = 9 
x(46,6) = 9 
x(47,10) = 7 
x(48,9) = 9 
x(49,1) = 8 
x(50,9) = 8 
x(51,5) = 9 
x(52,7) = 4 
x(53,1) = 9 
x(54,5) = 4 
x(55,4) = 6 
x(56,9) = 9 
x(57,1) = 9 
x(58,1) = 3 
x(59,2) = 9 
x(60,5) = 9 
x(61,2) = 3 
x(62,5) = 9 
x(63,6) = 8 
x(64,6) = 9 
x(65,6) = 9 
x(66,7) = 8 
x(67,8) = 6 
x(68,4) = 7 
x(69,7) = 9 
x(70,3) = 9 
x(71,10) = 3 
x(72,3) = 8 
x(73,8) = 3 
x(74,3) = 9 
x(75,9) = 7 
x(76,8) = 5 
x(77,8) = 9 
x(78,3) = 4 
x(79,6) = 6 
x(80,2) = 9 
x(81,7) = 9 
x(82,6) = 9 
x(83,5) = 7 
x(84,10) = 9 
x(85,8) = 8 
x(86,3) = 9 
x(87,7) = 9 
x(88,10) = 9 
x(89,7) = 7 
x(90,3) = 9 
x(91,10) = 9 
x(92,8) = 3 
x(93,1) = 6 
x(94,7) = 6 
x(95,9) = 0 
x(96,4) = 9 
x(97,10) = 9 
x(98,8) = 6 
x(99,8) = 9 
x(100,1) = 7 
x(101,2) = 6 
x(102,9) = 8 
x(103,4) = 9 
x(104,6) = 9 
x(105,2) = 4 
x(106,5) = 9 
x(107,2) = 9 
x(108,8) = 5 
x(109,3) = 9 
x(110,6) = 3 
x(111,5) = 9 
x(112,1) = 9 
x(113,3) = 7 
x(114,1) = 8 
x(115,7) = 8 
x(116,4) = 9 
x(117,6) = 9 
x(118,2) = 9 
x(119,2) = 7 
