x(1,3) = 8 
x(2,4) = 9 
x(3,3) = 9 
x(4,2) = 9 
x(5,3) = 9 
x(6,1) = 9 
x(7,2) = 2 
x(8,2) = 9 
x(9,5) = 9 
x(10,5) = 5 
x(11,3) = 6 
x(12,4) = 9 
x(13,3) = 9 
x(14,4) = 9 
x(15,3) = 9 
x(16,3) = 9 
x(17,1) = 9 
x(18,1) = 9 
x(19,2) = 9 
x(20,4) = 9 
x(21,2) = 9 
x(22,3) = 5 
x(23,2) = 9 
x(24,4) = 9 
x(25,1) = 9 
x(26,3) = 7 
x(27,1) = 9 
x(28,1) = 9 
x(29,1) = 8 
x(30,4) = 9 
x(31,4) = 9 
x(32,3) = 9 
x(33,5) = 9 
x(34,1) = 5 
x(35,1) = 9 
x(36,1) = 8 
x(37,2) = 9 
x(38,5) = 8 
x(39,5) = 9 
x(40,2) = 9 
x(41,3) = 9 
x(42,1) = 9 
x(43,2) = 8 
x(44,1) = 9 
x(45,5) = 9 
x(46,2) = 5 
x(47,5) = 9 
x(48,4) = 9 
x(49,1) = 7 
x(50,1) = 4 
x(51,1) = 9 
x(52,2) = 0 
x(53,3) = 4 
x(54,4) = 9 
x(55,2) = 9 
x(56,5) = 2 
x(57,5) = 9 
x(58,4) = 9 
x(59,1) = 9 
x(60,5) = 7 
x(61,4) = 5 
x(62,3) = 9 
x(63,5) = 8 
x(64,4) = 8 
x(65,3) = 9 
x(66,5) = 9 
x(67,4) = 9 
x(68,4) = 9 
x(69,3) = 9 
x(70,4) = 8 
x(71,3) = 5 
x(72,1) = 9 
x(73,3) = 9 
x(74,5) = 9 
x(75,4) = 1 
x(76,3) = 9 
x(77,3) = 9 
x(78,4) = 8 
x(79,3) = 9 
x(80,4) = 9 
x(81,2) = 9 
x(82,1) = 9 
x(83,2) = 9 
x(84,2) = 3 
x(85,5) = 9 
x(86,1) = 9 
x(87,1) = 9 
x(88,5) = 9 
x(89,4) = 9 
x(90,3) = 9 
x(91,4) = 9 
x(92,4) = 9 
x(93,4) = 9 
x(94,1) = 9 
x(95,3) = 9 
x(96,3) = 3 
x(97,4) = 9 
x(98,3) = 9 
x(99,3) = 9 
x(100,3) = 9 
x(101,2) = 9 
x(102,1) = 8 
x(103,2) = 6 
x(104,2) = 9 
x(105,5) = 9 
x(106,5) = 8 
x(107,4) = 9 
x(108,4) = 9 
x(109,2) = 9 
x(110,1) = 9 
x(111,2) = 8 
x(112,3) = 7 
x(113,4) = 3 
x(114,1) = 9 
x(115,1) = 9 
x(116,1) = 9 
x(117,2) = 9 
x(118,5) = 3 
x(119,4) = 9 
x(120,5) = 1 
x(121,5) = 9 
x(122,3) = 9 
x(123,3) = 9 
x(124,1) = 4 
x(125,3) = 9 
x(126,4) = 9 
x(127,2) = 9 
x(128,3) = 9 
x(129,1) = 9 
x(130,2) = 9 
x(131,4) = 8 
x(132,5) = 9 
x(133,3) = 9 
x(134,4) = 9 
x(135,2) = 9 
x(136,1) = 9 
x(137,4) = 9 
x(138,4) = 9 
x(139,3) = 9 
x(140,5) = 9 
x(141,1) = 9 
x(142,2) = 0 
x(143,5) = 9 
x(144,5) = 9 
x(145,3) = 8 
x(146,5) = 9 
x(147,5) = 9 
x(148,2) = 9 
x(149,1) = 9 
x(150,2) = 9 
x(151,2) = 9 
x(152,5) = 9 
x(153,2) = 9 
x(154,4) = 9 
x(155,4) = 9 
x(156,1) = 9 
x(157,5) = 9 
x(158,5) = 9 
x(159,4) = 8 
x(160,5) = 9 
x(161,4) = 9 
x(162,1) = 9 
x(163,2) = 9 
x(164,4) = 1 
x(165,3) = 9 
x(166,1) = 9 
x(167,1) = 9 
x(168,2) = 9 
x(169,2) = 9 
x(170,5) = 9 
x(171,3) = 9 
x(172,3) = 9 
x(173,3) = 9 
x(174,3) = 9 
x(175,4) = 9 
x(176,2) = 9 
x(177,5) = 8 
x(178,4) = 9 
x(179,1) = 8 
x(180,5) = 9 
x(181,3) = 9 
x(182,5) = 9 
x(183,5) = 9 
x(184,2) = 2 
x(185,5) = 9 
x(186,3) = 9 
x(187,3) = 9 
x(188,1) = 9 
x(189,2) = 8 
x(190,3) = 9 
x(191,4) = 2 
x(192,1) = 9 
x(193,4) = 9 
x(194,5) = 5 
x(195,2) = 9 
x(196,2) = 9 
x(197,4) = 0 
x(198,5) = 7 
x(199,5) = 9 
x(200,3) = 9 
