x(1,6) = 9 
x(2,15) = 8 
x(3,15) = 9 
x(4,12) = 9 
x(5,18) = 0 
x(6,20) = 2 
x(7,1) = 7 
x(8,4) = 9 
x(9,2) = 6 
x(10,8) = 9 
x(11,15) = 7 
x(12,17) = 4 
x(13,6) = 8 
x(14,13) = 3 
x(15,6) = 3 
x(16,2) = 3 
x(17,12) = 9 
x(18,8) = 1 
x(19,11) = 9 
x(20,9) = 7 
x(21,10) = 6 
x(22,7) = 1 
x(23,18) = 9 
x(24,13) = 9 
x(25,4) = 6 
x(26,19) = 5 
x(27,7) = 8 
x(28,8) = 9 
x(29,2) = 5 
x(30,15) = 9 
x(31,4) = 9 
x(32,18) = 8 
x(33,15) = 9 
x(34,7) = 7 
x(35,5) = 9 
x(36,2) = 9 
x(37,19) = 9 
x(38,6) = 9 
x(39,10) = 3 
x(40,11) = 1 
x(41,16) = 7 
x(42,16) = 3 
x(43,5) = 3 
x(44,12) = 2 
x(45,17) = 7 
x(46,5) = 6 
x(47,4) = 9 
x(48,13) = 9 
x(49,10) = 5 
x(50,10) = 6 
x(51,19) = 4 
x(52,18) = 8 
x(53,11) = 0 
x(54,7) = 9 
x(55,7) = 1 
x(56,15) = 1 
x(57,7) = 2 
x(58,8) = 8 
x(59,1) = 9 
x(60,13) = 6 
x(61,20) = 2 
x(62,12) = 3 
x(63,4) = 4 
x(64,4) = 1 
x(65,6) = 9 
x(66,2) = 5 
x(67,4) = 7 
x(68,8) = 9 
x(69,12) = 9 
x(70,3) = 3 
x(71,11) = 8 
x(72,7) = 7 
x(73,3) = 8 
x(74,18) = 9 
x(75,14) = 8 
x(76,1) = 1 
x(77,15) = 2 
x(78,8) = 9 
x(79,19) = 2 
x(80,8) = 0 
x(81,11) = 5 
x(82,17) = 9 
x(83,20) = 6 
x(84,13) = 9 
x(85,5) = 3 
x(86,15) = 9 
x(87,17) = 2 
x(88,4) = 5 
x(89,18) = 9 
x(90,13) = 8 
x(91,6) = 2 
x(92,12) = 5 
x(93,11) = 8 
x(94,1) = 1 
x(95,1) = 7 
x(96,3) = 7 
x(97,11) = 9 
x(98,20) = 0 
x(99,5) = 6 
x(100,8) = 8 
x(101,19) = 9 
x(102,10) = 7 
x(103,7) = 5 
x(104,18) = 2 
x(105,7) = 6 
x(106,3) = 4 
x(107,1) = 8 
x(108,9) = 9 
x(109,19) = 9 
x(110,17) = 7 
x(111,14) = 2 
x(112,15) = 8 
x(113,12) = 5 
x(114,17) = 8 
x(115,5) = 1 
x(116,11) = 7 
x(117,13) = 9 
x(118,10) = 2 
x(119,4) = 9 
x(120,20) = 9 
x(121,2) = 9 
x(122,16) = 7 
x(123,6) = 9 
x(124,4) = 7 
x(125,16) = 2 
x(126,12) = 9 
x(127,5) = 5 
x(128,8) = 0 
x(129,19) = 9 
x(130,13) = 8 
x(131,17) = 5 
x(132,17) = 6 
x(133,7) = 5 
x(134,9) = 9 
x(135,18) = 9 
x(136,16) = 8 
x(137,19) = 6 
x(138,4) = 7 
x(139,8) = 7 
x(140,5) = 0 
x(141,11) = 9 
x(142,16) = 8 
x(143,4) = 7 
x(144,14) = 3 
x(145,19) = 9 
x(146,10) = 3 
x(147,3) = 5 
x(148,3) = 8 
x(149,19) = 3 
x(150,12) = 8 
x(151,18) = 9 
x(152,3) = 6 
x(153,8) = 9 
x(154,6) = 0 
x(155,11) = 4 
x(156,3) = 9 
x(157,14) = 8 
x(158,3) = 5 
x(159,4) = 9 
x(160,18) = 4 
x(161,9) = 1 
x(162,6) = 7 
x(163,9) = 9 
x(164,9) = 6 
x(165,1) = 6 
x(166,8) = 9 
x(167,5) = 9 
x(168,9) = 1 
x(169,18) = 7 
x(170,16) = 8 
x(171,12) = 9 
x(172,7) = 6 
x(173,12) = 5 
x(174,17) = 5 
x(175,18) = 4 
x(176,7) = 8 
x(177,18) = 6 
x(178,5) = 6 
x(179,19) = 9 
x(180,5) = 2 
x(181,14) = 3 
x(182,10) = 6 
x(183,12) = 9 
x(184,1) = 9 
x(185,2) = 5 
x(186,15) = 8 
x(187,13) = 0 
x(188,5) = 8 
x(189,14) = 1 
x(190,16) = 6 
x(191,14) = 6 
x(192,14) = 8 
x(193,4) = 8 
x(194,17) = 0 
x(195,8) = 7 
x(196,3) = 6 
x(197,16) = 7 
x(198,8) = 5 
x(199,5) = 9 
x(200,10) = 7 
