x(1,3) = 9 
x(2,9) = 8 
x(3,5) = 9 
x(4,20) = 9 
x(5,3) = 9 
x(6,4) = 9 
x(7,2) = 9 
x(8,10) = 9 
x(9,13) = 8 
x(10,10) = 9 
x(11,1) = 9 
x(12,7) = 9 
x(13,10) = 7 
x(14,2) = 8 
x(15,3) = 3 
x(16,7) = 9 
x(17,19) = 9 
x(18,13) = 9 
x(19,13) = 9 
x(20,17) = 2 
x(21,17) = 9 
x(22,8) = 9 
x(23,3) = 9 
x(24,10) = 9 
x(25,14) = 3 
x(26,14) = 9 
x(27,3) = 2 
x(28,9) = 9 
x(29,7) = 9 
x(30,3) = 6 
x(31,16) = 9 
x(32,5) = 9 
x(33,13) = 9 
x(34,8) = 9 
x(35,2) = 5 
x(36,16) = 9 
x(37,14) = 9 
x(38,14) = 9 
x(39,19) = 9 
x(40,17) = 9 
x(41,7) = 7 
x(42,18) = 9 
x(43,18) = 9 
x(44,20) = 9 
x(45,5) = 7 
x(46,18) = 9 
x(47,2) = 9 
x(48,6) = 9 
x(49,17) = 9 
x(50,4) = 9 
x(51,14) = 9 
x(52,19) = 9 
x(53,13) = 9 
x(54,20) = 9 
x(55,4) = 9 
x(56,20) = 7 
x(57,3) = 9 
x(58,17) = 9 
x(59,20) = 9 
x(60,7) = 6 
x(61,11) = 9 
x(62,2) = 9 
x(63,7) = 9 
x(64,19) = 9 
x(65,9) = 9 
x(66,5) = 9 
x(67,6) = 9 
x(68,6) = 9 
x(69,4) = 8 
x(70,10) = 9 
x(71,6) = 9 
x(72,11) = 9 
x(73,18) = 9 
x(74,9) = 9 
x(75,20) = 9 
x(76,3) = 9 
x(77,20) = 9 
x(78,10) = 9 
x(79,9) = 6 
x(80,18) = 9 
x(81,16) = 9 
x(82,16) = 9 
x(83,12) = 9 
x(84,11) = 9 
x(85,9) = 6 
x(86,17) = 9 
x(87,11) = 5 
x(88,14) = 9 
x(89,11) = 5 
x(90,10) = 5 
x(91,16) = 3 
x(92,16) = 9 
x(93,10) = 9 
x(94,18) = 9 
x(95,11) = 9 
x(96,5) = 9 
x(97,4) = 5 
x(98,12) = 9 
x(99,13) = 9 
x(100,19) = 9 
