x(1,7) = 6 
x(2,6) = 5 
x(3,5) = 7 
x(4,9) = 3 
x(5,9) = 1 
x(6,10) = 3 
x(7,1) = 3 
x(8,8) = 1 
x(9,10) = 3 
x(10,6) = 4 
x(11,1) = 9 
x(12,10) = 4 
x(13,7) = 9 
x(14,1) = 7 
x(15,7) = 3 
x(16,7) = 4 
x(17,4) = 3 
x(18,6) = 6 
x(19,9) = 1 
x(20,5) = 2 
x(21,1) = 9 
x(22,10) = 9 
x(23,10) = 2 
x(24,7) = 6 
x(25,9) = 7 
x(26,9) = 7 
x(27,6) = 5 
x(28,2) = 7 
x(29,7) = 9 
x(30,3) = 2 
x(31,9) = 2 
x(32,5) = 1 
x(33,4) = 2 
x(34,8) = 8 
x(35,5) = 7 
x(36,6) = 2 
x(37,6) = 3 
x(38,2) = 7 
x(39,2) = 6 
x(40,4) = 2 
x(41,5) = 3 
x(42,4) = 9 
x(43,9) = 9 
x(44,8) = 9 
x(45,1) = 0 
x(46,1) = 4 
x(47,8) = 9 
x(48,8) = 9 
x(49,4) = 2 
x(50,9) = 8 
x(51,4) = 6 
x(52,6) = 3 
x(53,7) = 2 
x(54,3) = 0 
x(55,7) = 6 
x(56,10) = 7 
x(57,2) = 7 
x(58,7) = 2 
x(59,7) = 9 
x(60,2) = 7 
x(61,8) = 2 
x(62,3) = 3 
x(63,7) = 9 
x(64,1) = 7 
x(65,4) = 1 
x(66,5) = 3 
x(67,8) = 3 
x(68,10) = 2 
x(69,5) = 8 
x(70,1) = 0 
x(71,9) = 8 
x(72,3) = 4 
x(73,4) = 1 
x(74,2) = 3 
x(75,9) = 6 
x(76,8) = 3 
x(77,9) = 6 
x(78,5) = 2 
x(79,4) = 2 
x(80,7) = 3 
x(81,6) = 4 
x(82,10) = 0 
x(83,2) = 0 
x(84,5) = 9 
x(85,2) = 0 
x(86,5) = 5 
x(87,6) = 4 
x(88,10) = 0 
x(89,3) = 7 
x(90,5) = 1 
x(91,10) = 2 
x(92,1) = 5 
x(93,3) = 3 
x(94,10) = 2 
x(95,2) = 1 
x(96,7) = 7 
x(97,8) = 4 
x(98,4) = 0 
x(99,3) = 7 
x(100,3) = 1 
