x(1,20) = 1 
x(2,115) = 4 
x(3,139) = 0 
x(4,37) = 9 
x(5,198) = 4 
x(6,107) = 4 
x(7,78) = 5 
x(8,26) = 5 
x(9,57) = 8 
x(10,61) = 2 
x(11,117) = 5 
x(12,31) = 9 
x(13,151) = 9 
x(14,189) = 0 
x(15,199) = 8 
x(16,22) = 6 
x(17,191) = 0 
x(18,73) = 9 
x(19,1) = 0 
x(20,111) = 2 
x(21,145) = 9 
x(22,35) = 9 
x(23,27) = 7 
x(24,29) = 4 
x(25,182) = 9 
x(26,57) = 4 
x(27,173) = 0 
x(28,93) = 5 
x(29,137) = 9 
x(30,5) = 9 
x(31,85) = 7 
x(32,2) = 9 
x(33,114) = 9 
x(34,67) = 1 
x(35,11) = 9 
x(36,170) = 9 
x(37,43) = 1 
x(38,196) = 7 
x(39,136) = 9 
x(40,58) = 3 
x(41,173) = 9 
x(42,169) = 6 
x(43,151) = 8 
x(44,128) = 9 
x(45,126) = 4 
x(46,103) = 3 
x(47,122) = 0 
x(48,40) = 4 
x(49,25) = 6 
x(50,123) = 9 
x(51,65) = 8 
x(52,123) = 4 
x(53,135) = 1 
x(54,46) = 0 
x(55,84) = 9 
x(56,66) = 0 
x(57,12) = 9 
x(58,70) = 9 
x(59,149) = 9 
x(60,16) = 1 
x(61,183) = 9 
x(62,44) = 8 
x(63,157) = 9 
x(64,79) = 8 
x(65,195) = 9 
x(66,179) = 3 
x(67,5) = 4 
x(68,26) = 4 
x(69,195) = 5 
x(70,88) = 1 
x(71,119) = 7 
x(72,140) = 3 
x(73,150) = 9 
x(74,173) = 4 
x(75,72) = 9 
x(76,52) = 6 
x(77,99) = 9 
x(78,99) = 1 
x(79,109) = 9 
x(80,13) = 1 
x(81,33) = 2 
x(82,154) = 1 
x(83,94) = 9 
x(84,150) = 5 
x(85,153) = 9 
x(86,152) = 9 
x(87,190) = 3 
x(88,193) = 9 
x(89,186) = 9 
x(90,184) = 8 
x(91,32) = 8 
x(92,3) = 8 
x(93,167) = 8 
x(94,49) = 9 
x(95,9) = 3 
x(96,198) = 9 
x(97,140) = 9 
x(98,169) = 0 
x(99,20) = 9 
x(100,155) = 4 
x(101,9) = 0 
x(102,32) = 8 
x(103,156) = 9 
x(104,41) = 4 
x(105,175) = 9 
x(106,17) = 0 
x(107,69) = 9 
x(108,17) = 8 
x(109,188) = 7 
x(110,67) = 0 
x(111,184) = 5 
x(112,12) = 7 
x(113,86) = 9 
x(114,78) = 8 
x(115,170) = 9 
x(116,177) = 3 
x(117,20) = 9 
x(118,41) = 8 
x(119,89) = 4 
x(120,78) = 2 
x(121,192) = 2 
x(122,154) = 9 
x(123,92) = 9 
x(124,96) = 4 
x(125,64) = 6 
x(126,158) = 9 
x(127,44) = 8 
x(128,119) = 9 
x(129,142) = 5 
x(130,147) = 5 
x(131,56) = 0 
x(132,5) = 9 
x(133,152) = 0 
x(134,110) = 4 
x(135,83) = 4 
x(136,171) = 8 
x(137,70) = 9 
x(138,177) = 0 
x(139,69) = 4 
x(140,187) = 0 
x(141,63) = 3 
x(142,128) = 9 
x(143,14) = 3 
x(144,132) = 2 
x(145,104) = 4 
x(146,136) = 8 
x(147,11) = 5 
x(148,33) = 5 
x(149,137) = 8 
x(150,197) = 7 
x(151,73) = 1 
x(152,110) = 4 
x(153,43) = 2 
x(154,72) = 9 
x(155,33) = 9 
x(156,166) = 9 
x(157,159) = 6 
x(158,50) = 9 
x(159,152) = 1 
x(160,56) = 0 
x(161,185) = 7 
x(162,161) = 9 
x(163,12) = 3 
x(164,79) = 0 
x(165,20) = 4 
x(166,91) = 9 
x(167,18) = 9 
x(168,25) = 0 
x(169,100) = 9 
x(170,16) = 9 
x(171,162) = 9 
x(172,62) = 3 
x(173,98) = 0 
x(174,75) = 3 
x(175,194) = 6 
x(176,178) = 9 
x(177,107) = 9 
x(178,56) = 5 
x(179,52) = 4 
x(180,179) = 0 
x(181,142) = 6 
