x(1,14) = 9 
x(2,8) = 9 
x(3,28) = 3 
x(4,85) = 8 
x(5,44) = 8 
x(6,87) = 9 
x(7,30) = 8 
x(8,44) = 9 
x(9,44) = 9 
x(10,82) = 9 
x(11,47) = 4 
x(12,70) = 9 
x(13,83) = 3 
x(14,52) = 8 
x(15,96) = 9 
x(16,25) = 9 
x(17,88) = 9 
x(18,90) = 2 
x(19,72) = 7 
x(20,25) = 9 
x(21,57) = 9 
x(22,81) = 9 
x(23,89) = 9 
x(24,38) = 5 
x(25,85) = 9 
x(26,72) = 9 
x(27,39) = 9 
x(28,31) = 9 
x(29,32) = 9 
x(30,71) = 9 
x(31,33) = 3 
x(32,38) = 5 
x(33,83) = 9 
x(34,60) = 9 
x(35,84) = 5 
x(36,32) = 7 
x(37,20) = 9 
x(38,45) = 9 
x(39,35) = 9 
x(40,61) = 9 
x(41,35) = 9 
x(42,17) = 9 
x(43,69) = 9 
x(44,87) = 4 
x(45,39) = 5 
x(46,9) = 5 
x(47,7) = 9 
x(48,18) = 9 
x(49,39) = 0 
x(50,73) = 8 
x(51,26) = 9 
x(52,26) = 9 
x(53,20) = 7 
x(54,7) = 2 
x(55,51) = 8 
x(56,23) = 7 
x(57,19) = 9 
x(58,100) = 3 
x(59,97) = 9 
x(60,73) = 9 
x(61,97) = 8 
x(62,89) = 7 
x(63,33) = 8 
x(64,33) = 9 
x(65,57) = 7 
x(66,52) = 4 
x(67,2) = 6 
x(68,86) = 9 
x(69,61) = 9 
x(70,33) = 9 
x(71,17) = 6 
x(72,42) = 9 
x(73,77) = 9 
x(74,57) = 2 
x(75,61) = 5 
x(76,66) = 9 
x(77,15) = 9 
x(78,96) = 8 
x(79,92) = 9 
x(80,40) = 3 
x(81,52) = 9 
x(82,20) = 9 
x(83,45) = 7 
x(84,31) = 9 
x(85,80) = 4 
x(86,16) = 4 
x(87,52) = 9 
x(88,80) = 9 
x(89,5) = 9 
x(90,22) = 1 
x(91,62) = 8 
x(92,11) = 9 
x(93,71) = 2 
x(94,21) = 6 
x(95,14) = 1 
x(96,52) = 3 
x(97,78) = 6 
x(98,44) = 0 
x(99,99) = 8 
x(100,24) = 6 
x(101,76) = 4 
x(102,9) = 8 
x(103,48) = 4 
x(104,60) = 8 
x(105,68) = 9 
x(106,24) = 9 
x(107,98) = 9 
x(108,21) = 9 
x(109,53) = 0 
x(110,26) = 9 
x(111,100) = 9 
x(112,73) = 9 
x(113,8) = 2 
x(114,51) = 3 
x(115,32) = 2 
x(116,67) = 3 
x(117,24) = 9 
x(118,53) = 2 
x(119,64) = 8 
x(120,9) = 8 
x(121,68) = 3 
x(122,32) = 3 
x(123,87) = 9 
x(124,59) = 7 
x(125,34) = 2 
x(126,50) = 9 
x(127,74) = 5 
x(128,30) = 1 
x(129,19) = 9 
x(130,94) = 9 
x(131,48) = 9 
x(132,4) = 2 
x(133,12) = 9 
x(134,9) = 9 
x(135,69) = 4 
x(136,22) = 9 
x(137,54) = 9 
x(138,13) = 7 
x(139,72) = 2 
x(140,65) = 9 
x(141,41) = 4 
x(142,77) = 9 
x(143,1) = 9 
x(144,26) = 7 
x(145,1) = 9 
x(146,64) = 9 
x(147,26) = 9 
x(148,59) = 9 
x(149,37) = 9 
x(150,78) = 8 
x(151,74) = 6 
x(152,43) = 9 
x(153,67) = 9 
x(154,100) = 0 
x(155,73) = 5 
x(156,59) = 9 
x(157,17) = 8 
x(158,26) = 9 
x(159,93) = 3 
x(160,33) = 8 
x(161,89) = 7 
x(162,66) = 9 
x(163,83) = 1 
x(164,40) = 9 
x(165,62) = 9 
x(166,38) = 9 
x(167,28) = 4 
x(168,62) = 9 
x(169,77) = 3 
x(170,97) = 1 
x(171,9) = 5 
x(172,20) = 9 
x(173,46) = 8 
x(174,62) = 9 
x(175,85) = 6 
x(176,98) = 2 
x(177,1) = 9 
x(178,84) = 9 
x(179,90) = 5 
x(180,88) = 9 
x(181,86) = 7 
x(182,27) = 9 
x(183,54) = 9 
x(184,62) = 3 
x(185,91) = 9 
x(186,41) = 3 
x(187,82) = 9 
x(188,7) = 5 
x(189,29) = 6 
x(190,83) = 9 
x(191,4) = 2 
x(192,84) = 9 
x(193,63) = 7 
x(194,20) = 6 
x(195,99) = 9 
x(196,11) = 7 
x(197,29) = 9 
x(198,14) = 9 
x(199,24) = 9 
x(200,8) = 9 
x(201,93) = 4 
x(202,30) = 9 
x(203,13) = 9 
x(204,9) = 5 
x(205,98) = 3 
x(206,63) = 4 
x(207,83) = 9 
x(208,11) = 6 
x(209,45) = 9 
x(210,29) = 9 
x(211,46) = 9 
x(212,47) = 9 
x(213,43) = 0 
x(214,25) = 9 
x(215,73) = 6 
x(216,93) = 8 
x(217,95) = 9 
x(218,71) = 2 
x(219,36) = 9 
x(220,39) = 9 
x(221,81) = 4 
x(222,41) = 9 
x(223,87) = 3 
x(224,1) = 9 
x(225,75) = 4 
x(226,86) = 0 
x(227,86) = 5 
x(228,45) = 9 
x(229,10) = 9 
x(230,23) = 9 
x(231,43) = 5 
x(232,73) = 9 
x(233,85) = 9 
x(234,31) = 8 
x(235,32) = 9 
x(236,23) = 8 
x(237,98) = 7 
x(238,18) = 7 
x(239,43) = 9 
x(240,1) = 9 
x(241,65) = 9 
x(242,39) = 9 
x(243,32) = 2 
x(244,10) = 1 
x(245,77) = 7 
x(246,9) = 2 
x(247,28) = 8 
x(248,56) = 9 
x(249,16) = 1 
x(250,49) = 9 
x(251,2) = 9 
x(252,44) = 9 
x(253,74) = 5 
x(254,40) = 9 
x(255,10) = 9 
x(256,11) = 1 
x(257,15) = 9 
x(258,14) = 9 
x(259,51) = 9 
x(260,79) = 9 
x(261,83) = 8 
x(262,87) = 9 
x(263,8) = 3 
x(264,2) = 6 
x(265,15) = 7 
x(266,46) = 9 
x(267,85) = 8 
x(268,45) = 3 
x(269,55) = 8 
x(270,56) = 3 
x(271,89) = 7 
x(272,93) = 9 
x(273,80) = 1 
x(274,58) = 9 
x(275,77) = 1 
x(276,38) = 6 
x(277,7) = 9 
x(278,4) = 5 
x(279,76) = 9 
x(280,11) = 4 
x(281,42) = 9 
x(282,69) = 8 
x(283,77) = 5 
x(284,38) = 9 
x(285,85) = 9 
x(286,26) = 2 
x(287,2) = 6 
x(288,19) = 9 
x(289,23) = 9 
x(290,22) = 8 
x(291,58) = 9 
x(292,30) = 9 
x(293,85) = 9 
x(294,3) = 6 
x(295,6) = 9 
x(296,98) = 0 
x(297,71) = 6 
x(298,7) = 9 
x(299,57) = 4 
x(300,90) = 0 
x(301,19) = 8 
x(302,88) = 1 
x(303,82) = 5 
x(304,14) = 6 
x(305,75) = 9 
x(306,29) = 4 
x(307,13) = 9 
x(308,75) = 9 
x(309,91) = 8 
x(310,31) = 9 
x(311,100) = 9 
x(312,7) = 9 
x(313,62) = 1 
x(314,42) = 9 
x(315,81) = 7 
x(316,23) = 9 
x(317,66) = 9 
x(318,2) = 8 
x(319,96) = 9 
x(320,85) = 8 
x(321,2) = 9 
x(322,77) = 6 
x(323,5) = 9 
x(324,45) = 1 
x(325,7) = 9 
x(326,62) = 7 
x(327,100) = 8 
x(328,59) = 2 
x(329,55) = 9 
x(330,100) = 4 
x(331,80) = 3 
x(332,53) = 6 
x(333,83) = 8 
x(334,17) = 8 
x(335,84) = 3 
x(336,13) = 9 
x(337,21) = 9 
x(338,61) = 9 
x(339,47) = 6 
x(340,71) = 8 
x(341,57) = 9 
x(342,16) = 6 
x(343,12) = 5 
x(344,77) = 9 
x(345,44) = 4 
x(346,3) = 8 
x(347,47) = 9 
x(348,76) = 9 
x(349,77) = 9 
x(350,8) = 7 
x(351,63) = 4 
x(352,58) = 9 
x(353,73) = 0 
x(354,2) = 9 
x(355,18) = 4 
x(356,22) = 9 
x(357,8) = 9 
x(358,7) = 9 
x(359,10) = 9 
x(360,64) = 8 
x(361,71) = 7 
x(362,41) = 2 
x(363,82) = 9 
x(364,39) = 1 
x(365,56) = 9 
x(366,79) = 9 
x(367,38) = 0 
x(368,51) = 8 
x(369,27) = 9 
x(370,4) = 2 
x(371,36) = 9 
x(372,54) = 9 
x(373,12) = 8 
x(374,47) = 9 
x(375,35) = 9 
x(376,6) = 9 
x(377,12) = 6 
x(378,84) = 3 
x(379,64) = 6 
x(380,27) = 4 
x(381,70) = 3 
x(382,48) = 9 
x(383,89) = 7 
x(384,35) = 5 
x(385,7) = 5 
x(386,30) = 7 
x(387,75) = 9 
x(388,19) = 9 
x(389,63) = 5 
x(390,96) = 2 
x(391,99) = 9 
x(392,98) = 7 
x(393,72) = 4 
x(394,8) = 9 
x(395,74) = 9 
x(396,75) = 9 
x(397,49) = 5 
x(398,32) = 9 
x(399,57) = 5 
x(400,90) = 0 
x(401,37) = 9 
x(402,10) = 9 
x(403,84) = 9 
x(404,65) = 4 
x(405,85) = 0 
x(406,22) = 8 
x(407,20) = 2 
x(408,67) = 9 
x(409,56) = 9 
x(410,25) = 9 
x(411,49) = 9 
x(412,62) = 9 
x(413,20) = 9 
x(414,24) = 9 
x(415,99) = 8 
x(416,62) = 8 
x(417,47) = 9 
