x(1,74) = 6 
x(2,124) = 9 
x(3,79) = 5 
x(4,93) = 0 
x(5,126) = 0 
x(6,225) = 2 
x(7,123) = 0 
x(8,237) = 0 
x(9,134) = 9 
x(10,99) = 1 
x(11,35) = 6 
x(12,381) = 0 
x(13,156) = 0 
x(14,210) = 3 
x(15,253) = 0 
x(16,117) = 3 
x(17,206) = 0 
x(18,319) = 0 
x(19,133) = 0 
x(20,160) = 0 
x(21,272) = 7 
x(22,302) = 1 
x(23,75) = 4 
x(24,250) = 8 
x(25,152) = 1 
x(26,312) = 8 
x(27,28) = 5 
x(28,100) = 6 
x(29,245) = 3 
x(30,166) = 0 
x(31,397) = 0 
x(32,216) = 9 
x(33,92) = 0 
x(34,330) = 4 
x(35,70) = 0 
x(36,324) = 0 
x(37,77) = 0 
x(38,180) = 2 
x(39,277) = 1 
x(40,194) = 9 
x(41,177) = 9 
x(42,231) = 4 
x(43,92) = 9 
x(44,271) = 0 
x(45,19) = 1 
x(46,174) = 7 
x(47,233) = 7 
x(48,342) = 4 
x(49,253) = 0 
x(50,175) = 4 
x(51,255) = 9 
x(52,288) = 0 
x(53,70) = 9 
x(54,249) = 9 
x(55,376) = 4 
x(56,301) = 6 
x(57,242) = 1 
x(58,393) = 2 
x(59,9) = 9 
x(60,118) = 0 
x(61,146) = 8 
x(62,153) = 0 
x(63,17) = 1 
x(64,148) = 3 
x(65,81) = 2 
x(66,306) = 7 
x(67,179) = 6 
x(68,347) = 0 
x(69,213) = 8 
x(70,328) = 9 
x(71,390) = 9 
x(72,356) = 4 
x(73,304) = 7 
x(74,20) = 9 
x(75,80) = 7 
x(76,344) = 5 
x(77,164) = 9 
x(78,11) = 6 
x(79,342) = 0 
x(80,35) = 8 
x(81,139) = 2 
x(82,394) = 9 
x(83,57) = 9 
x(84,88) = 9 
x(85,209) = 0 
x(86,323) = 9 
x(87,17) = 8 
x(88,214) = 8 
x(89,226) = 0 
x(90,343) = 8 
x(91,388) = 8 
x(92,135) = 8 
x(93,8) = 2 
