x(1,4) = 9 
x(2,18) = 9 
x(3,16) = 5 
x(4,5) = 0 
x(5,15) = 8 
x(6,2) = 8 
x(7,12) = 7 
x(8,8) = 8 
x(9,17) = 0 
x(10,1) = 7 
x(11,16) = 3 
x(12,5) = 7 
x(13,17) = 9 
x(14,7) = 1 
x(15,2) = 9 
x(16,9) = 6 
x(17,15) = 4 
x(18,16) = 7 
x(19,15) = 1 
x(20,16) = 0 
x(21,15) = 1 
x(22,4) = 1 
x(23,1) = 3 
x(24,4) = 7 
x(25,8) = 3 
x(26,1) = 0 
x(27,10) = 1 
x(28,19) = 2 
x(29,5) = 8 
x(30,8) = 5 
x(31,17) = 0 
x(32,4) = 1 
x(33,4) = 3 
x(34,18) = 9 
x(35,19) = 0 
x(36,14) = 8 
x(37,6) = 9 
x(38,3) = 1 
x(39,10) = 9 
x(40,18) = 3 
x(41,12) = 9 
x(42,20) = 0 
x(43,9) = 2 
x(44,4) = 3 
x(45,2) = 4 
x(46,11) = 2 
x(47,6) = 0 
x(48,9) = 7 
x(49,9) = 8 
x(50,1) = 1 
x(51,2) = 0 
x(52,3) = 2 
x(53,17) = 9 
x(54,11) = 0 
x(55,14) = 9 
x(56,10) = 7 
x(57,12) = 5 
x(58,8) = 0 
x(59,18) = 8 
x(60,13) = 0 
x(61,7) = 1 
x(62,17) = 1 
x(63,15) = 2 
x(64,16) = 2 
x(65,3) = 9 
x(66,14) = 1 
x(67,6) = 4 
x(68,12) = 0 
x(69,10) = 7 
x(70,5) = 3 
x(71,13) = 4 
x(72,20) = 1 
x(73,11) = 3 
x(74,10) = 0 
x(75,19) = 2 
x(76,14) = 7 
x(77,16) = 7 
x(78,14) = 4 
x(79,14) = 6 
x(80,9) = 6 
x(81,13) = 2 
x(82,3) = 1 
x(83,20) = 7 
x(84,5) = 8 
x(85,3) = 4 
x(86,14) = 7 
x(87,20) = 8 
x(88,7) = 9 
x(89,7) = 4 
x(90,8) = 7 
x(91,6) = 8 
x(92,6) = 9 
x(93,1) = 3 
x(94,19) = 6 
x(95,10) = 0 
x(96,5) = 1 
x(97,16) = 1 
x(98,16) = 2 
x(99,4) = 5 
x(100,6) = 5 
