x(1,35) = 8 
x(2,34) = 1 
x(3,41) = 7 
x(4,56) = 4 
x(5,46) = 1 
x(6,50) = 8 
x(7,18) = 7 
x(8,22) = 2 
x(9,56) = 4 
x(10,41) = 2 
x(11,50) = 6 
x(12,18) = 9 
x(13,38) = 3 
x(14,18) = 7 
x(15,60) = 8 
x(16,29) = 8 
x(17,36) = 8 
x(18,55) = 4 
x(19,27) = 8 
x(20,50) = 1 
x(21,12) = 0 
x(22,43) = 8 
x(23,6) = 1 
x(24,12) = 4 
x(25,32) = 9 
x(26,24) = 7 
x(27,33) = 8 
x(28,27) = 7 
x(29,19) = 7 
x(30,56) = 7 
x(31,13) = 5 
x(32,22) = 8 
x(33,44) = 6 
x(34,29) = 4 
x(35,20) = 5 
x(36,23) = 1 
x(37,46) = 4 
x(38,27) = 5 
x(39,29) = 5 
x(40,2) = 9 
x(41,41) = 3 
x(42,25) = 2 
x(43,58) = 5 
x(44,39) = 5 
x(45,57) = 9 
x(46,21) = 2 
x(47,19) = 5 
x(48,18) = 5 
x(49,31) = 2 
x(50,55) = 8 
x(51,46) = 8 
x(52,29) = 3 
x(53,45) = 2 
x(54,38) = 5 
x(55,5) = 6 
x(56,59) = 9 
x(57,28) = 6 
x(58,44) = 9 
x(59,10) = 0 
x(60,39) = 9 
x(61,59) = 7 
x(62,45) = 8 
x(63,21) = 4 
x(64,60) = 3 
x(65,34) = 8 
x(66,4) = 1 
x(67,58) = 1 
x(68,4) = 0 
x(69,36) = 5 
x(70,33) = 8 
x(71,11) = 7 
x(72,21) = 3 
x(73,1) = 8 
x(74,35) = 9 
x(75,1) = 3 
x(76,55) = 4 
x(77,55) = 5 
x(78,32) = 3 
x(79,26) = 3 
x(80,59) = 9 
x(81,18) = 9 
x(82,5) = 2 
x(83,59) = 0 
x(84,15) = 8 
x(85,57) = 7 
x(86,58) = 9 
x(87,19) = 6 
x(88,25) = 9 
x(89,46) = 9 
x(90,21) = 4 
x(91,16) = 9 
x(92,26) = 8 
x(93,57) = 8 
x(94,32) = 4 
x(95,43) = 2 
x(96,3) = 8 
x(97,11) = 3 
x(98,27) = 8 
x(99,36) = 7 
x(100,50) = 7 
x(101,6) = 3 
x(102,4) = 0 
x(103,54) = 9 
x(104,35) = 4 
x(105,40) = 7 
x(106,27) = 3 
x(107,53) = 7 
x(108,23) = 7 
x(109,48) = 0 
x(110,49) = 2 
x(111,34) = 9 
x(112,32) = 4 
x(113,32) = 8 
x(114,37) = 6 
x(115,56) = 5 
x(116,11) = 6 
x(117,12) = 3 
x(118,47) = 6 
x(119,28) = 2 
x(120,37) = 9 
x(121,19) = 5 
x(122,48) = 3 
x(123,38) = 8 
x(124,47) = 4 
x(125,1) = 7 
x(126,49) = 9 
x(127,21) = 4 
x(128,31) = 4 
x(129,53) = 6 
x(130,9) = 4 
x(131,36) = 9 
x(132,2) = 2 
x(133,43) = 2 
x(134,48) = 9 
x(135,5) = 5 
x(136,36) = 1 
x(137,1) = 2 
x(138,20) = 3 
x(139,44) = 6 
x(140,35) = 7 
x(141,21) = 5 
x(142,15) = 3 
x(143,52) = 1 
x(144,54) = 2 
x(145,35) = 8 
x(146,3) = 9 
x(147,7) = 8 
x(148,37) = 2 
x(149,37) = 8 
x(150,30) = 3 
x(151,7) = 9 
x(152,22) = 9 
x(153,48) = 1 
x(154,11) = 0 
x(155,1) = 5 
x(156,12) = 7 
x(157,36) = 6 
x(158,57) = 2 
x(159,27) = 2 
x(160,7) = 4 
x(161,45) = 9 
x(162,2) = 9 
x(163,10) = 3 
x(164,42) = 9 
x(165,30) = 6 
x(166,33) = 8 
x(167,54) = 5 
x(168,30) = 6 
x(169,37) = 2 
x(170,26) = 1 
x(171,9) = 8 
x(172,3) = 9 
x(173,17) = 8 
x(174,40) = 7 
x(175,51) = 9 
x(176,38) = 6 
x(177,4) = 3 
x(178,2) = 1 
x(179,20) = 0 
x(180,10) = 5 
x(181,51) = 5 
x(182,38) = 8 
x(183,6) = 2 
x(184,10) = 5 
x(185,29) = 9 
x(186,9) = 5 
x(187,44) = 9 
x(188,2) = 9 
x(189,14) = 8 
x(190,33) = 7 
x(191,57) = 6 
x(192,49) = 4 
x(193,24) = 9 
x(194,29) = 1 
x(195,27) = 9 
x(196,22) = 9 
x(197,54) = 1 
x(198,7) = 8 
x(199,36) = 2 
x(200,48) = 4 
x(201,12) = 1 
x(202,15) = 2 
x(203,33) = 6 
x(204,47) = 8 
x(205,25) = 6 
x(206,37) = 4 
x(207,41) = 8 
x(208,28) = 7 
x(209,42) = 7 
x(210,43) = 5 
x(211,48) = 5 
x(212,34) = 3 
x(213,29) = 3 
x(214,60) = 6 
x(215,56) = 8 
x(216,4) = 4 
x(217,32) = 3 
x(218,10) = 6 
x(219,7) = 9 
x(220,38) = 7 
x(221,4) = 2 
x(222,53) = 8 
x(223,59) = 1 
x(224,23) = 5 
x(225,13) = 8 
x(226,13) = 4 
x(227,57) = 9 
x(228,54) = 3 
x(229,35) = 8 
x(230,55) = 3 
x(231,39) = 6 
x(232,45) = 3 
x(233,12) = 0 
x(234,7) = 7 
x(235,33) = 3 
x(236,29) = 3 
x(237,43) = 9 
x(238,16) = 5 
x(239,35) = 4 
x(240,30) = 6 
x(241,31) = 4 
x(242,40) = 2 
x(243,26) = 4 
x(244,4) = 2 
x(245,52) = 1 
x(246,12) = 4 
x(247,33) = 0 
x(248,48) = 5 
x(249,5) = 7 
x(250,14) = 1 
x(251,5) = 7 
x(252,56) = 9 
x(253,35) = 8 
x(254,40) = 3 
x(255,59) = 4 
x(256,40) = 9 
x(257,14) = 9 
x(258,45) = 9 
x(259,55) = 7 
x(260,52) = 3 
x(261,45) = 9 
x(262,53) = 9 
x(263,5) = 3 
x(264,18) = 3 
x(265,50) = 8 
x(266,24) = 8 
x(267,13) = 0 
x(268,50) = 2 
x(269,51) = 9 
x(270,31) = 3 
x(271,24) = 2 
x(272,30) = 4 
x(273,44) = 9 
x(274,31) = 4 
x(275,7) = 6 
x(276,39) = 7 
x(277,40) = 8 
x(278,43) = 1 
x(279,53) = 2 
x(280,39) = 8 
x(281,43) = 9 
x(282,51) = 8 
x(283,33) = 6 
x(284,52) = 9 
x(285,20) = 6 
x(286,54) = 6 
x(287,1) = 4 
x(288,9) = 6 
x(289,19) = 4 
x(290,19) = 8 
x(291,52) = 9 
x(292,16) = 9 
x(293,39) = 1 
x(294,30) = 7 
x(295,46) = 9 
x(296,57) = 3 
x(297,30) = 3 
x(298,10) = 3 
x(299,25) = 9 
x(300,42) = 9 
x(301,20) = 9 
x(302,13) = 8 
x(303,55) = 9 
x(304,10) = 2 
x(305,28) = 2 
x(306,51) = 7 
x(307,46) = 5 
x(308,47) = 2 
x(309,16) = 5 
x(310,33) = 0 
x(311,6) = 5 
x(312,11) = 2 
x(313,60) = 5 
x(314,24) = 5 
x(315,3) = 5 
x(316,22) = 3 
x(317,47) = 8 
x(318,7) = 4 
x(319,43) = 6 
x(320,45) = 0 
x(321,23) = 2 
x(322,59) = 9 
x(323,27) = 1 
x(324,39) = 5 
x(325,45) = 4 
x(326,36) = 2 
x(327,50) = 6 
x(328,34) = 4 
x(329,33) = 8 
x(330,34) = 4 
x(331,6) = 9 
x(332,22) = 9 
x(333,15) = 7 
x(334,29) = 9 
x(335,3) = 8 
x(336,60) = 9 
x(337,30) = 8 
x(338,42) = 1 
x(339,30) = 9 
x(340,28) = 1 
x(341,60) = 9 
x(342,18) = 1 
x(343,11) = 6 
x(344,6) = 2 
x(345,6) = 5 
x(346,47) = 5 
x(347,49) = 6 
x(348,43) = 9 
x(349,14) = 7 
x(350,34) = 9 
x(351,9) = 5 
x(352,15) = 1 
x(353,58) = 9 
x(354,12) = 8 
x(355,20) = 7 
x(356,46) = 6 
x(357,46) = 9 
x(358,22) = 5 
x(359,26) = 7 
x(360,51) = 4 
x(361,42) = 2 
x(362,40) = 8 
x(363,52) = 8 
x(364,9) = 9 
x(365,15) = 9 
x(366,49) = 0 
x(367,46) = 6 
x(368,24) = 3 
x(369,3) = 3 
x(370,17) = 2 
x(371,41) = 9 
x(372,16) = 9 
x(373,1) = 5 
x(374,60) = 7 
x(375,11) = 4 
x(376,32) = 4 
x(377,10) = 2 
x(378,6) = 9 
x(379,59) = 5 
x(380,55) = 7 
x(381,21) = 2 
x(382,19) = 8 
x(383,47) = 3 
x(384,45) = 6 
x(385,2) = 7 
