x(1,1) = 8 
x(2,1) = 9 
x(3,5) = 3 
x(4,1) = 3 
x(5,6) = 9 
x(6,3) = 9 
x(7,5) = 9 
x(8,8) = 9 
x(9,3) = 9 
x(10,3) = 9 
x(11,6) = 8 
x(12,5) = 5 
x(13,9) = 9 
x(14,4) = 9 
x(15,6) = 9 
x(16,3) = 9 
x(17,7) = 9 
x(18,2) = 9 
x(19,3) = 8 
x(20,8) = 3 
x(21,5) = 4 
x(22,3) = 9 
x(23,2) = 9 
x(24,2) = 9 
x(25,1) = 9 
x(26,1) = 9 
x(27,2) = 2 
x(28,8) = 9 
x(29,8) = 9 
x(30,6) = 6 
x(31,4) = 4 
x(32,6) = 9 
x(33,1) = 9 
x(34,7) = 9 
x(35,8) = 0 
x(36,1) = 9 
x(37,8) = 9 
x(38,1) = 9 
x(39,4) = 9 
x(40,4) = 9 
x(41,9) = 4 
x(42,6) = 9 
x(43,6) = 5 
x(44,4) = 9 
x(45,4) = 9 
x(46,7) = 9 
x(47,7) = 9 
x(48,8) = 9 
x(49,3) = 9 
x(50,10) = 9 
x(51,6) = 9 
x(52,10) = 9 
x(53,5) = 9 
x(54,1) = 9 
x(55,1) = 9 
x(56,9) = 9 
x(57,9) = 9 
x(58,1) = 5 
x(59,9) = 9 
x(60,3) = 9 
x(61,4) = 9 
x(62,4) = 5 
x(63,9) = 9 
x(64,3) = 0 
x(65,5) = 9 
x(66,5) = 9 
x(67,9) = 9 
x(68,10) = 9 
x(69,7) = 9 
x(70,9) = 9 
x(71,2) = 9 
x(72,7) = 9 
x(73,3) = 9 
x(74,9) = 9 
x(75,5) = 9 
x(76,9) = 9 
x(77,1) = 9 
x(78,8) = 9 
x(79,6) = 9 
x(80,3) = 9 
x(81,2) = 9 
x(82,6) = 9 
x(83,2) = 9 
x(84,1) = 9 
x(85,6) = 8 
x(86,8) = 9 
x(87,8) = 9 
x(88,9) = 9 
x(89,2) = 7 
x(90,7) = 9 
x(91,10) = 9 
x(92,3) = 9 
x(93,7) = 9 
x(94,1) = 9 
x(95,8) = 4 
x(96,2) = 9 
x(97,10) = 9 
x(98,10) = 9 
x(99,8) = 9 
x(100,4) = 9 
