x(1,7) = 5 
x(2,6) = 5 
x(3,5) = 5 
x(4,9) = 3 
x(5,5) = 7 
x(6,10) = 3 
x(7,3) = 6 
x(8,9) = 6 
x(9,10) = 2 
x(10,9) = 5 
x(11,1) = 8 
x(12,10) = 5 
x(13,7) = 9 
x(14,1) = 8 
x(15,7) = 2 
x(16,7) = 1 
x(17,4) = 1 
x(18,6) = 8 
x(19,3) = 0 
x(20,5) = 3 
x(21,1) = 9 
x(22,10) = 9 
x(23,6) = 5 
x(24,1) = 1 
x(25,4) = 3 
x(26,9) = 6 
x(27,6) = 5 
x(28,2) = 1 
x(29,7) = 9 
x(30,3) = 3 
x(31,9) = 3 
x(32,3) = 3 
x(33,6) = 8 
x(34,8) = 8 
x(35,5) = 3 
x(36,6) = 3 
x(37,6) = 2 
x(38,2) = 8 
x(39,7) = 1 
x(40,5) = 4 
x(41,5) = 2 
x(42,4) = 7 
x(43,9) = 8 
x(44,8) = 9 
x(45,9) = 8 
x(46,1) = 5 
x(47,8) = 9 
x(48,8) = 9 
x(49,6) = 7 
x(50,9) = 9 
x(51,9) = 0 
x(52,8) = 0 
x(53,7) = 6 
x(54,6) = 7 
x(55,7) = 7 
x(56,10) = 5 
x(57,2) = 6 
x(58,7) = 1 
x(59,7) = 9 
x(60,2) = 5 
x(61,4) = 2 
x(62,1) = 3 
x(63,7) = 9 
x(64,1) = 6 
x(65,2) = 7 
x(66,5) = 3 
x(67,8) = 3 
x(68,10) = 3 
x(69,5) = 7 
x(70,4) = 8 
x(71,9) = 6 
x(72,3) = 3 
x(73,5) = 2 
x(74,2) = 3 
x(75,1) = 0 
x(76,8) = 3 
x(77,9) = 8 
x(78,1) = 5 
x(79,4) = 1 
x(80,5) = 0 
x(81,10) = 1 
x(82,4) = 8 
x(83,2) = 1 
x(84,5) = 9 
x(85,7) = 6 
x(86,10) = 0 
x(87,2) = 1 
x(88,8) = 0 
x(89,3) = 6 
x(90,7) = 6 
x(91,10) = 4 
x(92,1) = 5 
x(93,3) = 4 
x(94,4) = 2 
x(95,2) = 2 
x(96,9) = 0 
x(97,8) = 4 
x(98,10) = 1 
x(99,3) = 4 
x(100,4) = 0 
