x(1,35) = 9 
x(2,54) = 8 
x(3,41) = 7 
x(4,48) = 0 
x(5,54) = 6 
x(6,50) = 8 
x(7,18) = 8 
x(8,23) = 5 
x(9,56) = 6 
x(10,41) = 5 
x(11,50) = 7 
x(12,18) = 9 
x(13,39) = 8 
x(14,18) = 5 
x(15,60) = 9 
x(16,29) = 9 
x(17,36) = 9 
x(18,53) = 6 
x(19,27) = 8 
x(20,25) = 8 
x(21,26) = 4 
x(22,43) = 8 
x(23,16) = 0 
x(24,50) = 1 
x(25,32) = 9 
x(26,60) = 0 
x(27,33) = 7 
x(28,27) = 7 
x(29,19) = 9 
x(30,56) = 7 
x(31,4) = 6 
x(32,22) = 9 
x(33,33) = 0 
x(34,29) = 4 
x(35,20) = 4 
x(36,58) = 9 
x(37,47) = 2 
x(38,27) = 5 
x(39,12) = 3 
x(40,2) = 9 
x(41,41) = 2 
x(42,42) = 6 
x(43,58) = 6 
x(44,39) = 8 
x(45,57) = 9 
x(46,21) = 3 
x(47,35) = 1 
x(48,5) = 3 
x(49,17) = 7 
x(50,55) = 7 
x(51,46) = 7 
x(52,38) = 0 
x(53,45) = 1 
x(54,21) = 5 
x(55,13) = 4 
x(56,59) = 9 
x(57,28) = 6 
x(58,44) = 9 
x(59,32) = 7 
x(60,39) = 9 
x(61,59) = 8 
x(62,45) = 8 
x(63,19) = 3 
x(64,37) = 3 
x(65,34) = 9 
x(66,4) = 3 
x(67,4) = 2 
x(68,16) = 7 
x(69,36) = 4 
x(70,33) = 9 
x(71,11) = 3 
x(72,7) = 5 
x(73,1) = 9 
x(74,35) = 9 
x(75,25) = 3 
x(76,51) = 1 
x(77,25) = 2 
x(78,25) = 5 
x(79,28) = 1 
x(80,59) = 9 
x(81,18) = 6 
x(82,22) = 5 
x(83,52) = 4 
x(84,15) = 9 
x(85,24) = 5 
x(86,58) = 9 
x(87,19) = 8 
x(88,25) = 9 
x(89,46) = 7 
x(90,21) = 4 
x(91,16) = 9 
x(92,26) = 8 
x(93,57) = 9 
x(94,1) = 7 
x(95,21) = 6 
x(96,3) = 9 
x(97,11) = 2 
x(98,27) = 9 
x(99,36) = 6 
x(100,2) = 2 
x(101,35) = 5 
x(102,6) = 0 
x(103,54) = 8 
x(104,35) = 7 
x(105,40) = 9 
x(106,42) = 0 
x(107,53) = 7 
x(108,23) = 7 
x(109,43) = 8 
x(110,40) = 5 
x(111,34) = 8 
x(112,32) = 5 
x(113,32) = 9 
x(114,31) = 4 
x(115,20) = 3 
x(116,11) = 6 
x(117,12) = 6 
x(118,47) = 6 
x(119,46) = 3 
x(120,37) = 9 
x(121,19) = 4 
x(122,27) = 1 
x(123,38) = 6 
x(124,7) = 2 
x(125,1) = 8 
x(126,49) = 9 
x(127,55) = 4 
x(128,31) = 5 
x(129,34) = 1 
x(130,9) = 3 
x(131,36) = 7 
x(132,4) = 7 
x(133,23) = 8 
x(134,48) = 8 
x(135,5) = 5 
x(136,46) = 4 
x(137,52) = 1 
x(138,36) = 2 
x(139,25) = 1 
x(140,35) = 8 
x(141,21) = 3 
x(142,44) = 2 
x(143,47) = 7 
x(144,60) = 4 
x(145,49) = 0 
x(146,3) = 9 
x(147,7) = 8 
x(148,37) = 3 
x(149,37) = 6 
x(150,30) = 0 
x(151,7) = 9 
x(152,22) = 9 
x(153,44) = 3 
x(154,46) = 6 
x(155,8) = 8 
x(156,38) = 0 
x(157,36) = 9 
x(158,57) = 1 
x(159,54) = 5 
x(160,11) = 0 
x(161,45) = 9 
x(162,43) = 3 
x(163,36) = 6 
x(164,42) = 9 
x(165,55) = 0 
x(166,33) = 7 
x(167,16) = 1 
x(168,30) = 6 
x(169,48) = 2 
x(170,40) = 8 
x(171,9) = 9 
x(172,3) = 9 
x(173,17) = 7 
x(174,40) = 6 
x(175,51) = 8 
x(176,38) = 4 
x(177,51) = 4 
x(178,2) = 0 
x(179,32) = 3 
x(180,10) = 8 
x(181,51) = 3 
x(182,38) = 9 
x(183,27) = 0 
x(184,10) = 2 
x(185,29) = 9 
x(186,9) = 7 
x(187,44) = 9 
x(188,2) = 9 
x(189,14) = 9 
x(190,33) = 7 
x(191,20) = 4 
x(192,49) = 6 
x(193,24) = 9 
x(194,8) = 7 
x(195,27) = 9 
x(196,22) = 9 
x(197,50) = 7 
x(198,7) = 8 
x(199,36) = 1 
x(200,16) = 3 
x(201,10) = 8 
x(202,21) = 4 
x(203,33) = 6 
x(204,47) = 8 
x(205,25) = 6 
x(206,37) = 3 
x(207,23) = 3 
x(208,28) = 7 
x(209,42) = 6 
x(210,43) = 8 
x(211,35) = 2 
x(212,9) = 5 
x(213,29) = 5 
x(214,60) = 4 
x(215,56) = 9 
x(216,4) = 3 
x(217,32) = 4 
x(218,10) = 8 
x(219,7) = 9 
x(220,38) = 9 
x(221,60) = 0 
x(222,53) = 9 
x(223,27) = 7 
x(224,49) = 5 
x(225,13) = 8 
x(226,13) = 6 
x(227,57) = 8 
x(228,31) = 0 
x(229,35) = 6 
x(230,2) = 5 
x(231,39) = 6 
x(232,45) = 2 
x(233,11) = 9 
x(234,48) = 2 
x(235,33) = 7 
x(236,34) = 0 
x(237,43) = 9 
x(238,16) = 7 
x(239,15) = 3 
x(240,53) = 0 
x(241,31) = 6 
x(242,56) = 2 
x(243,43) = 1 
x(244,11) = 4 
x(245,34) = 2 
x(246,12) = 5 
x(247,51) = 1 
x(248,48) = 7 
x(249,5) = 7 
x(250,42) = 7 
x(251,5) = 4 
x(252,56) = 9 
x(253,40) = 7 
x(254,51) = 2 
x(255,59) = 5 
x(256,40) = 9 
x(257,14) = 8 
x(258,45) = 9 
x(259,55) = 8 
x(260,43) = 7 
x(261,45) = 9 
x(262,53) = 9 
x(263,5) = 4 
x(264,4) = 4 
x(265,50) = 7 
x(266,24) = 9 
x(267,57) = 9 
x(268,28) = 4 
x(269,51) = 7 
x(270,13) = 1 
x(271,24) = 2 
x(272,8) = 5 
x(273,44) = 8 
x(274,31) = 4 
x(275,7) = 8 
x(276,39) = 8 
x(277,40) = 9 
x(278,17) = 2 
x(279,27) = 3 
x(280,39) = 8 
x(281,43) = 9 
x(282,51) = 9 
x(283,33) = 4 
x(284,52) = 9 
x(285,27) = 1 
x(286,54) = 8 
x(287,29) = 3 
x(288,9) = 5 
x(289,19) = 3 
x(290,19) = 8 
x(291,52) = 9 
x(292,16) = 9 
x(293,1) = 7 
x(294,30) = 9 
x(295,46) = 9 
x(296,57) = 3 
x(297,18) = 5 
x(298,10) = 5 
x(299,25) = 8 
x(300,42) = 7 
x(301,20) = 9 
x(302,13) = 9 
x(303,55) = 9 
x(304,10) = 3 
x(305,28) = 1 
x(306,51) = 9 
x(307,46) = 7 
x(308,1) = 5 
x(309,2) = 0 
x(310,23) = 4 
x(311,6) = 4 
x(312,48) = 2 
x(313,60) = 6 
x(314,24) = 4 
x(315,18) = 5 
x(316,22) = 3 
x(317,47) = 9 
x(318,7) = 6 
x(319,43) = 7 
x(320,5) = 7 
x(321,39) = 2 
x(322,59) = 9 
x(323,10) = 1 
x(324,5) = 1 
x(325,45) = 6 
x(326,54) = 4 
x(327,50) = 8 
x(328,34) = 5 
x(329,33) = 9 
x(330,34) = 6 
x(331,6) = 8 
x(332,22) = 9 
x(333,15) = 9 
x(334,29) = 8 
x(335,3) = 9 
x(336,60) = 9 
x(337,30) = 9 
x(338,52) = 9 
x(339,30) = 9 
x(340,32) = 5 
x(341,60) = 9 
x(342,58) = 8 
x(343,11) = 7 
x(344,6) = 5 
x(345,6) = 5 
x(346,15) = 2 
x(347,49) = 4 
x(348,43) = 8 
x(349,16) = 2 
x(350,34) = 9 
x(351,40) = 3 
x(352,60) = 6 
x(353,58) = 9 
x(354,12) = 8 
x(355,20) = 5 
x(356,46) = 6 
x(357,46) = 8 
x(358,22) = 5 
x(359,26) = 7 
x(360,51) = 8 
x(361,8) = 6 
x(362,40) = 9 
x(363,52) = 9 
x(364,9) = 8 
x(365,15) = 9 
x(366,41) = 7 
x(367,18) = 1 
x(368,7) = 2 
x(369,3) = 3 
x(370,17) = 1 
x(371,41) = 9 
x(372,16) = 9 
x(373,28) = 6 
x(374,60) = 5 
x(375,11) = 7 
x(376,15) = 3 
x(377,50) = 2 
x(378,6) = 9 
x(379,59) = 9 
x(380,40) = 1 
x(381,33) = 7 
x(382,19) = 9 
x(383,42) = 2 
x(384,45) = 7 
x(385,2) = 8 
x(386,21) = 7 
x(387,3) = 2 
x(388,57) = 5 
x(389,50) = 9 
x(390,24) = 7 
x(391,16) = 9 
x(392,25) = 3 
x(393,22) = 4 
x(394,1) = 9 
x(395,29) = 3 
x(396,8) = 7 
x(397,55) = 7 
x(398,54) = 2 
x(399,17) = 3 
x(400,15) = 9 
x(401,20) = 9 
x(402,44) = 0 
x(403,48) = 9 
x(404,14) = 4 
x(405,47) = 6 
x(406,29) = 6 
x(407,20) = 4 
x(408,15) = 6 
x(409,54) = 7 
x(410,8) = 9 
x(411,6) = 1 
x(412,14) = 3 
x(413,31) = 9 
x(414,29) = 8 
x(415,48) = 0 
x(416,46) = 9 
x(417,38) = 6 
x(418,20) = 5 
x(419,18) = 5 
x(420,35) = 9 
x(421,2) = 9 
x(422,28) = 4 
x(423,59) = 9 
x(424,51) = 9 
x(425,26) = 2 
x(426,56) = 0 
x(427,13) = 5 
x(428,47) = 8 
x(429,40) = 9 
x(430,41) = 4 
x(431,34) = 7 
x(432,29) = 8 
x(433,59) = 8 
x(434,11) = 1 
x(435,9) = 7 
x(436,7) = 9 
x(437,52) = 0 
x(438,31) = 1 
x(439,43) = 3 
x(440,17) = 6 
x(441,22) = 8 
x(442,15) = 3 
x(443,27) = 3 
x(444,48) = 9 
x(445,5) = 3 
x(446,40) = 1 
x(447,19) = 6 
x(448,27) = 7 
x(449,25) = 8 
x(450,23) = 1 
x(451,16) = 5 
x(452,26) = 8 
x(453,6) = 6 
x(454,56) = 5 
x(455,15) = 6 
x(456,14) = 3 
x(457,30) = 4 
x(458,8) = 9 
x(459,6) = 8 
x(460,24) = 5 
x(461,9) = 4 
x(462,7) = 1 
x(463,28) = 9 
x(464,12) = 5 
x(465,57) = 7 
x(466,22) = 9 
x(467,59) = 0 
x(468,21) = 5 
x(469,43) = 8 
x(470,10) = 3 
x(471,47) = 3 
x(472,4) = 7 
x(473,54) = 3 
x(474,53) = 9 
x(475,27) = 8 
x(476,58) = 9 
x(477,55) = 7 
x(478,16) = 8 
x(479,44) = 7 
x(480,22) = 9 
x(481,3) = 5 
x(482,53) = 3 
x(483,11) = 5 
x(484,18) = 8 
x(485,13) = 3 
x(486,39) = 4 
x(487,32) = 6 
x(488,31) = 8 
x(489,42) = 2 
x(490,30) = 9 
x(491,14) = 7 
x(492,20) = 3 
x(493,53) = 8 
x(494,37) = 1 
x(495,60) = 5 
x(496,56) = 6 
x(497,4) = 6 
x(498,17) = 9 
x(499,14) = 9 
x(500,24) = 8 
x(501,45) = 8 
x(502,19) = 8 
x(503,10) = 4 
x(504,6) = 3 
x(505,36) = 9 
x(506,4) = 4 
x(507,21) = 2 
x(508,12) = 5 
x(509,48) = 7 
x(510,55) = 4 
x(511,8) = 1 
x(512,18) = 9 
x(513,20) = 6 
x(514,9) = 7 
x(515,55) = 3 
x(516,21) = 4 
x(517,33) = 6 
x(518,58) = 4 
x(519,56) = 7 
x(520,30) = 3 
x(521,52) = 8 
x(522,57) = 9 
x(523,51) = 9 
x(524,14) = 7 
x(525,39) = 5 
x(526,56) = 6 
x(527,11) = 4 
x(528,11) = 9 
x(529,24) = 6 
x(530,58) = 9 
x(531,27) = 1 
x(532,51) = 9 
x(533,37) = 8 
x(534,6) = 7 
x(535,54) = 9 
x(536,40) = 4 
x(537,1) = 4 
x(538,42) = 7 
x(539,23) = 8 
x(540,28) = 8 
x(541,3) = 6 
x(542,41) = 3 
x(543,60) = 3 
x(544,58) = 9 
x(545,52) = 9 
x(546,35) = 9 
x(547,53) = 7 
x(548,56) = 8 
x(549,50) = 3 
x(550,25) = 8 
x(551,57) = 4 
x(552,9) = 9 
x(553,42) = 5 
x(554,48) = 9 
x(555,59) = 6 
x(556,44) = 8 
x(557,52) = 1 
x(558,53) = 2 
x(559,25) = 7 
x(560,32) = 8 
x(561,33) = 7 
x(562,23) = 4 
x(563,28) = 9 
x(564,24) = 5 
x(565,52) = 8 
x(566,14) = 7 
x(567,5) = 7 
x(568,35) = 8 
x(569,51) = 9 
x(570,27) = 2 
x(571,2) = 5 
x(572,35) = 9 
x(573,22) = 3 
x(574,29) = 0 
x(575,46) = 4 
x(576,58) = 3 
x(577,56) = 4 
x(578,39) = 4 
x(579,59) = 9 
x(580,53) = 5 
x(581,50) = 5 
x(582,32) = 2 
x(583,11) = 7 
x(584,50) = 9 
x(585,3) = 1 
x(586,16) = 9 
x(587,59) = 5 
x(588,26) = 9 
x(589,20) = 7 
x(590,54) = 7 
x(591,59) = 7 
x(592,2) = 6 
x(593,32) = 5 
x(594,4) = 4 
x(595,12) = 1 
x(596,51) = 1 
x(597,59) = 6 
x(598,10) = 8 
x(599,26) = 3 
x(600,49) = 2 
x(601,37) = 8 
x(602,9) = 3 
x(603,38) = 8 
x(604,55) = 9 
x(605,52) = 9 
x(606,20) = 4 
x(607,49) = 6 
x(608,6) = 8 
x(609,40) = 5 
x(610,33) = 5 
x(611,39) = 8 
x(612,28) = 9 
x(613,15) = 8 
x(614,59) = 1 
x(615,2) = 1 
x(616,26) = 0 
x(617,60) = 1 
x(618,46) = 3 
x(619,12) = 8 
x(620,19) = 1 
x(621,43) = 0 
x(622,20) = 9 
x(623,56) = 6 
x(624,22) = 9 
x(625,42) = 8 
x(626,28) = 9 
x(627,17) = 7 
x(628,52) = 1 
x(629,57) = 1 
x(630,2) = 6 
x(631,38) = 9 
x(632,9) = 8 
x(633,45) = 9 
x(634,4) = 8 
x(635,46) = 9 
x(636,39) = 3 
x(637,19) = 1 
x(638,44) = 5 
x(639,25) = 3 
x(640,10) = 2 
x(641,3) = 4 
x(642,35) = 0 
x(643,3) = 0 
x(644,1) = 5 
x(645,43) = 8 
x(646,14) = 7 
x(647,31) = 6 
x(648,11) = 9 
x(649,27) = 6 
x(650,18) = 9 
x(651,31) = 6 
x(652,46) = 5 
x(653,34) = 5 
x(654,29) = 2 
x(655,57) = 8 
x(656,7) = 4 
x(657,23) = 4 
x(658,48) = 9 
x(659,26) = 5 
x(660,41) = 4 
x(661,52) = 8 
x(662,46) = 9 
x(663,23) = 8 
x(664,7) = 8 
x(665,40) = 9 
x(666,47) = 7 
x(667,14) = 9 
x(668,16) = 9 
x(669,12) = 4 
x(670,55) = 3 
x(671,3) = 8 
x(672,41) = 2 
x(673,2) = 9 
x(674,23) = 4 
x(675,33) = 6 
x(676,10) = 6 
x(677,50) = 9 
x(678,54) = 4 
x(679,38) = 1 
x(680,31) = 4 
x(681,17) = 9 
x(682,12) = 9 
x(683,55) = 0 
x(684,37) = 5 
x(685,57) = 7 
x(686,1) = 5 
x(687,20) = 9 
x(688,10) = 7 
x(689,3) = 9 
x(690,13) = 9 
x(691,13) = 5 
x(692,28) = 9 
x(693,24) = 2 
x(694,28) = 1 
x(695,13) = 5 
x(696,51) = 9 
x(697,38) = 9 
x(698,5) = 8 
x(699,44) = 6 
x(700,35) = 1 
x(701,1) = 4 
x(702,18) = 5 
x(703,38) = 0 
x(704,46) = 2 
x(705,4) = 8 
x(706,37) = 8 
x(707,32) = 1 
x(708,12) = 5 
x(709,38) = 5 
x(710,1) = 1 
x(711,49) = 6 
x(712,22) = 1 
x(713,32) = 9 
x(714,42) = 5 
x(715,34) = 9 
x(716,36) = 5 
x(717,23) = 2 
x(718,30) = 8 
x(719,47) = 9 
x(720,55) = 8 
x(721,13) = 9 
x(722,8) = 5 
x(723,20) = 2 
x(724,13) = 9 
x(725,4) = 6 
x(726,44) = 5 
x(727,23) = 8 
x(728,57) = 9 
x(729,29) = 5 
x(730,18) = 4 
x(731,15) = 0 
x(732,9) = 3 
x(733,41) = 6 
x(734,9) = 2 
x(735,44) = 6 
x(736,28) = 8 
x(737,5) = 4 
x(738,25) = 1 
x(739,47) = 4 
x(740,44) = 2 
x(741,30) = 6 
x(742,49) = 7 
x(743,25) = 4 
x(744,12) = 5 
x(745,8) = 9 
x(746,38) = 8 
x(747,49) = 8 
x(748,4) = 9 
x(749,15) = 8 
x(750,30) = 7 
x(751,5) = 8 
x(752,26) = 9 
x(753,48) = 2 
x(754,10) = 5 
x(755,46) = 0 
x(756,8) = 8 
x(757,49) = 3 
x(758,22) = 9 
x(759,41) = 7 
x(760,55) = 2 
x(761,8) = 3 
x(762,41) = 9 
x(763,44) = 2 
x(764,57) = 7 
x(765,38) = 8 
x(766,20) = 7 
x(767,47) = 9 
x(768,45) = 6 
x(769,29) = 7 
x(770,15) = 9 
x(771,58) = 8 
x(772,19) = 9 
x(773,59) = 3 
x(774,18) = 9 
x(775,55) = 8 
x(776,6) = 7 
x(777,40) = 9 
x(778,17) = 4 
x(779,24) = 5 
x(780,47) = 1 
x(781,13) = 6 
x(782,32) = 9 
x(783,40) = 6 
x(784,16) = 3 
x(785,33) = 3 
x(786,53) = 7 
x(787,58) = 8 
x(788,19) = 9 
x(789,50) = 7 
x(790,52) = 9 
x(791,24) = 9 
x(792,38) = 9 
x(793,14) = 4 
x(794,13) = 8 
x(795,14) = 2 
x(796,45) = 2 
x(797,35) = 8 
x(798,40) = 1 
x(799,25) = 1 
x(800,26) = 5 
x(801,11) = 4 
x(802,40) = 9 
x(803,6) = 5 
x(804,19) = 4 
x(805,41) = 7 
x(806,15) = 6 
x(807,14) = 6 
x(808,39) = 2 
x(809,17) = 6 
x(810,42) = 4 
x(811,14) = 4 
x(812,59) = 9 
x(813,7) = 4 
x(814,37) = 7 
x(815,21) = 7 
x(816,1) = 3 
x(817,48) = 6 
x(818,6) = 4 
x(819,43) = 3 
x(820,45) = 5 
x(821,34) = 4 
x(822,40) = 9 
x(823,19) = 9 
x(824,13) = 8 
x(825,30) = 3 
x(826,19) = 9 
x(827,39) = 1 
x(828,7) = 7 
x(829,50) = 7 
x(830,26) = 3 
x(831,50) = 9 
x(832,32) = 4 
x(833,48) = 9 
x(834,18) = 8 
x(835,20) = 9 
x(836,12) = 8 
x(837,56) = 8 
x(838,2) = 9 
x(839,22) = 9 
x(840,23) = 2 
x(841,31) = 6 
x(842,48) = 9 
x(843,53) = 6 
x(844,24) = 7 
x(845,49) = 9 
x(846,36) = 6 
x(847,36) = 2 
x(848,49) = 6 
x(849,44) = 6 
x(850,41) = 8 
x(851,8) = 8 
