x(1,56) = 4 
x(2,41) = 3 
x(3,50) = 0 
x(4,44) = 1 
x(5,8) = 4 
x(6,25) = 6 
x(7,41) = 0 
x(8,4) = 0 
x(9,34) = 4 
x(10,11) = 0 
x(11,27) = 4 
x(12,57) = 4 
x(13,53) = 0 
x(14,37) = 1 
x(15,10) = 3 
x(16,60) = 0 
x(17,38) = 4 
x(18,16) = 6 
x(19,11) = 5 
x(20,54) = 4 
x(21,1) = 5 
x(22,25) = 4 
x(23,43) = 5 
x(24,26) = 5 
x(25,29) = 5 
x(26,43) = 0 
x(27,12) = 2 
x(28,6) = 3 
x(29,55) = 1 
x(30,44) = 0 
x(31,48) = 0 
x(32,59) = 1 
x(33,20) = 0 
x(34,3) = 3 
x(35,30) = 0 
x(36,17) = 1 
x(37,31) = 0 
x(38,57) = 1 
x(39,57) = 0 
x(40,32) = 3 
x(41,59) = 1 
x(42,22) = 0 
x(43,50) = 1 
x(44,3) = 0 
x(45,19) = 7 
x(46,57) = 0 
x(47,17) = 0 
x(48,31) = 3 
x(49,40) = 0 
x(50,10) = 4 
x(51,38) = 0 
x(52,20) = 0 
x(53,49) = 0 
x(54,11) = 0 
x(55,10) = 1 
x(56,2) = 1 
x(57,21) = 5 
x(58,29) = 3 
x(59,11) = 5 
x(60,20) = 4 
x(61,46) = 5 
x(62,50) = 0 
x(63,24) = 5 
x(64,28) = 0 
x(65,28) = 0 
x(66,41) = 0 
x(67,8) = 4 
x(68,19) = 2 
x(69,20) = 3 
x(70,13) = 0 
x(71,14) = 0 
x(72,25) = 4 
x(73,55) = 3 
x(74,22) = 0 
x(75,39) = 0 
x(76,22) = 4 
x(77,59) = 0 
x(78,14) = 0 
x(79,50) = 3 
x(80,3) = 4 
x(81,28) = 4 
x(82,45) = 0 
x(83,53) = 3 
x(84,59) = 4 
x(85,12) = 2 
x(86,60) = 5 
x(87,45) = 0 
x(88,13) = 5 
x(89,51) = 4 
x(90,51) = 0 
x(91,17) = 2 
x(92,6) = 5 
x(93,8) = 5 
x(94,50) = 6 
x(95,44) = 5 
x(96,55) = 0 
x(97,60) = 0 
x(98,47) = 4 
x(99,21) = 4 
x(100,37) = 0 
x(101,54) = 5 
x(102,5) = 1 
x(103,34) = 5 
x(104,56) = 0 
x(105,39) = 4 
x(106,49) = 5 
x(107,8) = 0 
x(108,55) = 4 
x(109,17) = 0 
x(110,7) = 2 
x(111,33) = 6 
x(112,58) = 5 
x(113,49) = 4 
x(114,3) = 4 
x(115,48) = 0 
x(116,29) = 5 
x(117,39) = 1 
x(118,31) = 4 
x(119,30) = 0 
x(120,43) = 0 
x(121,3) = 1 
x(122,5) = 1 
x(123,21) = 5 
x(124,54) = 2 
x(125,7) = 5 
x(126,47) = 5 
x(127,29) = 3 
x(128,60) = 5 
x(129,42) = 1 
x(130,9) = 1 
x(131,29) = 5 
x(132,48) = 3 
x(133,22) = 5 
x(134,14) = 2 
x(135,38) = 1 
x(136,27) = 0 
x(137,49) = 4 
x(138,23) = 0 
x(139,52) = 1 
x(140,57) = 0 
x(141,12) = 5 
x(142,31) = 4 
x(143,34) = 1 
x(144,1) = 3 
x(145,19) = 0 
x(146,24) = 0 
x(147,28) = 5 
x(148,58) = 3 
x(149,49) = 1 
x(150,23) = 4 
x(151,18) = 0 
x(152,41) = 0 
x(153,34) = 5 
x(154,14) = 5 
x(155,60) = 2 
x(156,41) = 0 
x(157,1) = 0 
x(158,33) = 5 
x(159,9) = 0 
x(160,1) = 5 
x(161,59) = 1 
x(162,57) = 0 
x(163,21) = 0 
x(164,10) = 3 
x(165,5) = 0 
x(166,55) = 0 
x(167,22) = 1 
x(168,35) = 1 
x(169,34) = 3 
x(170,22) = 0 
x(171,39) = 5 
x(172,45) = 0 
x(173,28) = 4 
x(174,30) = 3 
x(175,36) = 5 
x(176,25) = 5 
x(177,46) = 5 
x(178,1) = 0 
x(179,59) = 0 
x(180,5) = 1 
x(181,58) = 5 
x(182,26) = 0 
x(183,19) = 3 
x(184,25) = 4 
x(185,58) = 0 
x(186,31) = 4 
x(187,31) = 3 
x(188,44) = 0 
x(189,47) = 4 
x(190,44) = 4 
x(191,3) = 5 
x(192,31) = 6 
x(193,17) = 2 
x(194,15) = 3 
x(195,47) = 5 
x(196,40) = 5 
x(197,8) = 0 
x(198,41) = 3 
x(199,27) = 0 
x(200,51) = 4 
x(201,2) = 0 
x(202,40) = 5 
x(203,26) = 0 
x(204,40) = 5 
x(205,51) = 1 
x(206,46) = 0 
x(207,34) = 2 
x(208,3) = 2 
x(209,46) = 3 
x(210,27) = 3 
x(211,41) = 3 
x(212,13) = 0 
x(213,32) = 5 
x(214,5) = 0 
x(215,53) = 5 
x(216,19) = 0 
x(217,11) = 3 
x(218,50) = 5 
x(219,3) = 0 
x(220,33) = 5 
x(221,17) = 4 
x(222,15) = 2 
x(223,11) = 1 
x(224,24) = 1 
x(225,30) = 0 
x(226,27) = 0 
x(227,24) = 5 
x(228,17) = 0 
x(229,39) = 2 
x(230,37) = 3 
x(231,45) = 1 
x(232,56) = 5 
x(233,53) = 0 
x(234,9) = 6 
x(235,22) = 1 
x(236,11) = 5 
x(237,32) = 5 
x(238,40) = 1 
x(239,2) = 3 
x(240,49) = 0 
x(241,23) = 5 
x(242,26) = 0 
x(243,14) = 0 
x(244,40) = 5 
x(245,41) = 3 
x(246,9) = 4 
x(247,50) = 0 
x(248,32) = 0 
x(249,26) = 0 
x(250,3) = 0 
x(251,21) = 4 
x(252,25) = 1 
x(253,21) = 5 
x(254,46) = 0 
x(255,27) = 0 
x(256,53) = 0 
x(257,46) = 4 
x(258,52) = 4 
x(259,59) = 5 
x(260,25) = 4 
x(261,7) = 0 
x(262,42) = 0 
x(263,60) = 4 
x(264,40) = 3 
x(265,8) = 0 
x(266,59) = 0 
x(267,55) = 0 
x(268,10) = 1 
x(269,37) = 1 
x(270,47) = 4 
x(271,15) = 0 
x(272,47) = 0 
x(273,58) = 6 
x(274,10) = 0 
x(275,44) = 1 
x(276,55) = 1 
x(277,33) = 1 
x(278,4) = 5 
x(279,51) = 0 
x(280,18) = 0 
x(281,26) = 0 
x(282,32) = 1 
x(283,58) = 0 
x(284,48) = 5 
x(285,37) = 5 
x(286,44) = 0 
x(287,33) = 5 
x(288,29) = 1 
x(289,6) = 3 
x(290,39) = 0 
x(291,56) = 3 
x(292,42) = 0 
x(293,53) = 5 
x(294,4) = 1 
x(295,24) = 0 
x(296,26) = 6 
x(297,7) = 1 
x(298,18) = 5 
x(299,7) = 0 
x(300,29) = 0 
x(301,26) = 5 
x(302,58) = 4 
x(303,50) = 0 
x(304,33) = 0 
x(305,1) = 0 
x(306,28) = 6 
x(307,16) = 1 
x(308,19) = 0 
x(309,41) = 4 
x(310,22) = 2 
x(311,26) = 0 
x(312,20) = 3 
x(313,2) = 0 
x(314,12) = 0 
x(315,10) = 1 
x(316,51) = 0 
x(317,5) = 4 
x(318,59) = 3 
x(319,37) = 0 
x(320,43) = 0 
x(321,57) = 0 
x(322,32) = 3 
x(323,50) = 1 
x(324,42) = 0 
x(325,36) = 0 
x(326,55) = 4 
x(327,60) = 0 
x(328,29) = 5 
x(329,40) = 0 
x(330,55) = 0 
x(331,52) = 0 
x(332,33) = 4 
x(333,23) = 0 
x(334,50) = 0 
x(335,33) = 0 
x(336,28) = 4 
x(337,31) = 1 
x(338,34) = 4 
x(339,6) = 1 
x(340,7) = 3 
x(341,35) = 2 
x(342,11) = 4 
x(343,38) = 1 
