x(1,40) = 3 
x(2,27) = 3 
x(3,21) = 0 
x(4,1) = 1 
x(5,38) = 7 
x(6,35) = 0 
x(7,39) = 3 
x(8,23) = 3 
x(9,24) = 1 
x(10,13) = 5 
x(11,5) = 6 
x(12,5) = 5 
x(13,20) = 6 
x(14,25) = 3 
x(15,21) = 0 
x(16,5) = 6 
x(17,20) = 2 
x(18,20) = 2 
x(19,12) = 7 
x(20,40) = 6 
x(21,25) = 0 
x(22,15) = 3 
x(23,22) = 3 
x(24,39) = 5 
x(25,34) = 1 
x(26,37) = 0 
x(27,10) = 7 
x(28,17) = 3 
x(29,2) = 0 
x(30,10) = 2 
x(31,19) = 8 
x(32,26) = 2 
x(33,18) = 0 
x(34,27) = 6 
x(35,4) = 1 
x(36,28) = 0 
x(37,3) = 0 
x(38,32) = 6 
x(39,30) = 0 
x(40,17) = 3 
x(41,36) = 3 
x(42,17) = 0 
x(43,22) = 4 
x(44,22) = 2 
x(45,10) = 5 
x(46,31) = 5 
x(47,3) = 0 
x(48,31) = 3 
x(49,38) = 1 
x(50,33) = 3 
x(51,1) = 5 
x(52,22) = 0 
x(53,17) = 0 
x(54,38) = 1 
x(55,21) = 0 
x(56,7) = 6 
x(57,22) = 3 
x(58,18) = 1 
x(59,23) = 2 
x(60,17) = 3 
x(61,24) = 3 
x(62,21) = 0 
x(63,12) = 0 
x(64,21) = 2 
x(65,38) = 5 
x(66,25) = 3 
x(67,37) = 0 
x(68,13) = 4 
x(69,30) = 1 
x(70,33) = 3 
x(71,2) = 1 
x(72,37) = 7 
x(73,12) = 2 
x(74,13) = 5 
x(75,9) = 1 
x(76,15) = 3 
x(77,4) = 1 
x(78,3) = 3 
x(79,40) = 3 
x(80,27) = 4 
x(81,15) = 2 
x(82,40) = 5 
x(83,35) = 4 
x(84,37) = 3 
x(85,1) = 5 
x(86,2) = 2 
x(87,22) = 1 
x(88,7) = 5 
x(89,13) = 1 
x(90,19) = 3 
x(91,35) = 2 
x(92,30) = 1 
x(93,5) = 7 
x(94,31) = 5 
x(95,8) = 3 
x(96,20) = 3 
x(97,24) = 6 
x(98,9) = 8 
x(99,32) = 0 
x(100,30) = 3 
x(101,16) = 3 
x(102,38) = 3 
x(103,28) = 3 
x(104,23) = 2 
x(105,7) = 1 
x(106,3) = 4 
x(107,32) = 2 
x(108,29) = 5 
x(109,10) = 1 
x(110,27) = 1 
x(111,38) = 2 
x(112,4) = 3 
x(113,39) = 3 
x(114,4) = 0 
x(115,18) = 8 
x(116,10) = 0 
x(117,28) = 5 
x(118,2) = 5 
x(119,33) = 1 
x(120,24) = 1 
x(121,19) = 5 
x(122,33) = 1 
x(123,13) = 0 
x(124,30) = 4 
x(125,39) = 2 
x(126,22) = 1 
x(127,25) = 0 
x(128,34) = 3 
x(129,29) = 3 
x(130,31) = 5 
x(131,38) = 5 
x(132,24) = 8 
x(133,30) = 2 
x(134,6) = 4 
x(135,20) = 6 
x(136,32) = 3 
x(137,40) = 4 
x(138,23) = 1 
x(139,1) = 3 
x(140,15) = 1 
x(141,7) = 4 
x(142,8) = 5 
x(143,7) = 3 
