x(1,117) = 5 
x(2,28) = 6 
x(3,155) = 4 
x(4,123) = 9 
x(5,94) = 8 
x(6,39) = 9 
x(7,183) = 0 
x(8,13) = 9 
x(9,139) = 5 
x(10,64) = 2 
x(11,188) = 1 
x(12,2) = 9 
x(13,166) = 0 
x(14,85) = 7 
x(15,193) = 0 
x(16,164) = 4 
x(17,65) = 5 
x(18,128) = 3 
x(19,184) = 3 
x(20,145) = 0 
x(21,34) = 0 
x(22,129) = 9 
x(23,37) = 0 
x(24,136) = 3 
x(25,20) = 0 
x(26,44) = 5 
x(27,65) = 9 
x(28,182) = 4 
x(29,14) = 0 
x(30,21) = 0 
x(31,112) = 8 
x(32,5) = 9 
x(33,49) = 6 
x(34,133) = 4 
x(35,160) = 1 
x(36,13) = 0 
x(37,53) = 5 
x(38,34) = 9 
x(39,161) = 9 
x(40,3) = 2 
x(41,130) = 6 
x(42,81) = 8 
x(43,55) = 0 
x(44,95) = 6 
x(45,55) = 1 
x(46,7) = 0 
x(47,153) = 0 
x(48,68) = 1 
x(49,149) = 5 
x(50,176) = 0 
x(51,199) = 9 
x(52,140) = 2 
x(53,96) = 3 
x(54,156) = 5 
x(55,50) = 0 
x(56,91) = 0 
x(57,28) = 8 
x(58,194) = 0 
x(59,118) = 7 
x(60,15) = 9 
x(61,57) = 9 
x(62,27) = 3 
x(63,66) = 0 
x(64,128) = 9 
x(65,109) = 1 
x(66,32) = 3 
x(67,20) = 6 
x(68,125) = 1 
x(69,113) = 9 
x(70,146) = 1 
x(71,157) = 1 
x(72,188) = 9 
x(73,49) = 1 
x(74,52) = 4 
x(75,109) = 4 
x(76,33) = 9 
x(77,76) = 9 
x(78,190) = 4 
x(79,30) = 0 
x(80,91) = 1 
x(81,51) = 9 
x(82,115) = 1 
x(83,148) = 9 
x(84,47) = 9 
x(85,35) = 1 
x(86,143) = 3 
x(87,140) = 2 
x(88,139) = 2 
x(89,180) = 9 
x(90,191) = 9 
x(91,144) = 9 
x(92,39) = 0 
