x(1,12) = 9 
x(2,7) = 6 
x(3,1) = 4 
x(4,30) = 9 
x(5,2) = 7 
x(6,4) = 8 
x(7,26) = 3 
x(8,2) = 9 
x(9,24) = 8 
x(10,4) = 8 
x(11,11) = 1 
x(12,29) = 2 
x(13,9) = 4 
x(14,24) = 2 
x(15,3) = 0 
x(16,5) = 5 
x(17,23) = 7 
x(18,25) = 7 
x(19,26) = 9 
x(20,8) = 9 
x(21,14) = 8 
x(22,28) = 9 
x(23,7) = 6 
x(24,15) = 6 
x(25,19) = 4 
x(26,17) = 6 
x(27,21) = 6 
x(28,26) = 9 
x(29,27) = 0 
x(30,5) = 9 
x(31,26) = 4 
x(32,22) = 7 
x(33,14) = 2 
x(34,27) = 9 
x(35,4) = 9 
x(36,21) = 9 
x(37,8) = 4 
x(38,4) = 9 
x(39,3) = 9 
x(40,6) = 9 
x(41,5) = 3 
x(42,11) = 4 
x(43,2) = 4 
x(44,16) = 6 
x(45,30) = 9 
x(46,13) = 0 
x(47,18) = 7 
x(48,15) = 0 
x(49,27) = 9 
x(50,2) = 1 
x(51,23) = 8 
x(52,25) = 7 
x(53,5) = 9 
x(54,17) = 9 
x(55,25) = 9 
x(56,1) = 8 
x(57,19) = 9 
x(58,17) = 8 
x(59,14) = 8 
x(60,11) = 9 
x(61,16) = 0 
x(62,29) = 1 
x(63,1) = 1 
x(64,26) = 1 
x(65,11) = 3 
x(66,9) = 9 
x(67,16) = 6 
x(68,25) = 0 
x(69,22) = 8 
x(70,23) = 4 
x(71,30) = 9 
x(72,13) = 9 
x(73,13) = 2 
x(74,14) = 7 
x(75,5) = 8 
x(76,21) = 9 
x(77,25) = 9 
x(78,27) = 5 
x(79,24) = 6 
x(80,4) = 9 
x(81,7) = 8 
x(82,9) = 7 
x(83,25) = 1 
x(84,6) = 9 
x(85,15) = 9 
x(86,14) = 9 
x(87,24) = 9 
x(88,19) = 3 
x(89,1) = 3 
x(90,8) = 1 
x(91,19) = 9 
x(92,15) = 9 
x(93,20) = 8 
x(94,16) = 5 
x(95,9) = 9 
x(96,17) = 0 
x(97,5) = 9 
x(98,30) = 1 
x(99,11) = 2 
x(100,27) = 0 
x(101,5) = 8 
x(102,9) = 1 
x(103,24) = 2 
x(104,6) = 6 
x(105,5) = 2 
x(106,26) = 0 
x(107,1) = 2 
x(108,6) = 9 
x(109,7) = 5 
x(110,3) = 2 
x(111,30) = 9 
x(112,17) = 8 
x(113,10) = 5 
x(114,23) = 6 
x(115,29) = 4 
x(116,16) = 3 
x(117,26) = 0 
x(118,26) = 0 
x(119,5) = 1 
x(120,26) = 9 
x(121,21) = 2 
x(122,14) = 0 
x(123,7) = 5 
x(124,5) = 4 
x(125,8) = 9 
x(126,11) = 9 
x(127,24) = 9 
x(128,11) = 9 
x(129,18) = 9 
x(130,24) = 1 
x(131,2) = 9 
x(132,12) = 6 
x(133,24) = 9 
x(134,18) = 9 
x(135,12) = 8 
x(136,1) = 8 
x(137,16) = 0 
x(138,2) = 9 
x(139,5) = 7 
x(140,9) = 9 
x(141,27) = 9 
x(142,4) = 3 
x(143,30) = 0 
x(144,29) = 9 
x(145,28) = 0 
x(146,19) = 3 
x(147,26) = 9 
x(148,2) = 9 
x(149,13) = 6 
x(150,7) = 6 
x(151,17) = 8 
x(152,10) = 5 
x(153,27) = 9 
x(154,4) = 9 
x(155,21) = 8 
x(156,14) = 8 
x(157,10) = 7 
x(158,21) = 3 
x(159,26) = 9 
x(160,7) = 9 
x(161,15) = 5 
x(162,13) = 6 
x(163,1) = 9 
