x(1,30) = 5 
x(2,40) = 3 
x(3,30) = 4 
x(4,39) = 2 
x(5,29) = 9 
x(6,31) = 5 
x(7,38) = 9 
x(8,28) = 8 
x(9,26) = 4 
x(10,30) = 9 
x(11,14) = 5 
x(12,7) = 3 
x(13,28) = 2 
x(14,29) = 9 
x(15,32) = 3 
x(16,27) = 4 
x(17,13) = 1 
x(18,24) = 9 
x(19,10) = 9 
x(20,20) = 3 
x(21,7) = 5 
x(22,24) = 0 
x(23,32) = 3 
x(24,24) = 3 
x(25,33) = 6 
x(26,39) = 5 
x(27,13) = 5 
x(28,36) = 9 
x(29,36) = 9 
x(30,33) = 8 
x(31,10) = 9 
x(32,15) = 9 
x(33,36) = 7 
x(34,40) = 8 
x(35,28) = 2 
x(36,39) = 9 
x(37,3) = 9 
x(38,18) = 9 
x(39,19) = 7 
x(40,30) = 3 
x(41,32) = 7 
x(42,19) = 4 
x(43,16) = 1 
x(44,21) = 6 
x(45,32) = 0 
x(46,6) = 9 
x(47,12) = 9 
x(48,26) = 4 
x(49,2) = 9 
x(50,6) = 4 
x(51,17) = 4 
x(52,8) = 5 
x(53,14) = 9 
x(54,6) = 8 
x(55,14) = 0 
x(56,1) = 7 
x(57,26) = 5 
x(58,7) = 4 
x(59,5) = 8 
x(60,35) = 6 
x(61,10) = 9 
x(62,11) = 7 
x(63,6) = 9 
x(64,8) = 9 
x(65,16) = 5 
x(66,30) = 1 
x(67,10) = 9 
x(68,24) = 1 
x(69,23) = 5 
x(70,1) = 3 
x(71,34) = 8 
x(72,27) = 0 
x(73,15) = 9 
x(74,26) = 5 
x(75,14) = 8 
x(76,17) = 4 
x(77,26) = 9 
x(78,22) = 9 
x(79,32) = 9 
x(80,35) = 3 
x(81,16) = 0 
x(82,18) = 0 
x(83,18) = 4 
x(84,40) = 6 
x(85,28) = 6 
x(86,40) = 4 
x(87,19) = 7 
x(88,27) = 5 
x(89,5) = 9 
x(90,33) = 5 
x(91,9) = 8 
x(92,22) = 0 
x(93,12) = 9 
x(94,16) = 9 
x(95,6) = 9 
x(96,33) = 0 
x(97,38) = 6 
x(98,4) = 9 
x(99,26) = 6 
x(100,40) = 9 
x(101,18) = 1 
x(102,15) = 3 
x(103,38) = 9 
x(104,9) = 6 
x(105,20) = 1 
x(106,23) = 5 
x(107,17) = 0 
x(108,26) = 8 
x(109,17) = 6 
x(110,10) = 7 
x(111,39) = 9 
x(112,35) = 6 
x(113,1) = 8 
x(114,15) = 8 
x(115,7) = 9 
x(116,19) = 9 
x(117,31) = 3 
x(118,18) = 1 
x(119,37) = 8 
x(120,17) = 1 
x(121,16) = 4 
x(122,7) = 7 
x(123,26) = 1 
x(124,13) = 2 
x(125,14) = 3 
x(126,29) = 9 
x(127,38) = 9 
x(128,18) = 9 
x(129,34) = 3 
x(130,33) = 5 
x(131,9) = 9 
x(132,12) = 8 
x(133,3) = 4 
x(134,19) = 7 
x(135,35) = 9 
x(136,24) = 3 
x(137,20) = 3 
x(138,12) = 6 
x(139,7) = 8 
x(140,14) = 9 
x(141,6) = 5 
x(142,40) = 8 
x(143,30) = 8 
x(144,17) = 9 
x(145,39) = 9 
x(146,2) = 3 
x(147,39) = 9 
x(148,37) = 7 
x(149,15) = 0 
x(150,3) = 8 
x(151,25) = 7 
x(152,1) = 8 
x(153,18) = 4 
x(154,20) = 7 
x(155,29) = 9 
x(156,37) = 9 
x(157,18) = 9 
x(158,31) = 8 
x(159,37) = 5 
x(160,23) = 7 
x(161,13) = 9 
x(162,9) = 1 
x(163,11) = 8 
x(164,12) = 4 
x(165,17) = 9 
x(166,16) = 6 
x(167,21) = 9 
x(168,10) = 1 
x(169,26) = 9 
x(170,6) = 1 
x(171,7) = 5 
x(172,19) = 4 
x(173,4) = 2 
x(174,35) = 9 
x(175,32) = 6 
x(176,22) = 4 
x(177,13) = 7 
x(178,13) = 2 
x(179,17) = 1 
x(180,30) = 7 
x(181,9) = 7 
x(182,9) = 6 
x(183,31) = 0 
x(184,40) = 9 
x(185,5) = 1 
x(186,5) = 9 
x(187,37) = 3 
x(188,31) = 6 
x(189,28) = 5 
x(190,20) = 8 
x(191,29) = 6 
x(192,9) = 1 
x(193,8) = 9 
x(194,1) = 9 
x(195,40) = 7 
x(196,35) = 7 
x(197,16) = 8 
x(198,11) = 8 
x(199,19) = 9 
x(200,25) = 7 
x(201,26) = 7 
x(202,23) = 9 
x(203,5) = 0 
x(204,1) = 5 
x(205,10) = 9 
x(206,15) = 9 
x(207,22) = 6 
x(208,7) = 6 
x(209,5) = 4 
x(210,15) = 7 
x(211,21) = 2 
x(212,11) = 9 
x(213,28) = 7 
x(214,26) = 2 
x(215,7) = 5 
x(216,34) = 8 
x(217,30) = 1 
x(218,5) = 3 
x(219,10) = 5 
x(220,3) = 9 
x(221,17) = 9 
x(222,24) = 9 
x(223,32) = 8 
x(224,23) = 1 
x(225,4) = 8 
x(226,35) = 9 
x(227,36) = 6 
x(228,20) = 9 
x(229,36) = 9 
x(230,27) = 9 
x(231,32) = 5 
x(232,6) = 2 
x(233,31) = 6 
x(234,19) = 4 
x(235,23) = 3 
x(236,28) = 7 
x(237,5) = 9 
x(238,14) = 6 
x(239,24) = 9 
x(240,4) = 4 
x(241,28) = 9 
x(242,35) = 1 
x(243,17) = 9 
x(244,40) = 9 
x(245,38) = 9 
x(246,26) = 8 
x(247,15) = 3 
x(248,34) = 7 
x(249,2) = 6 
x(250,25) = 7 
x(251,18) = 9 
x(252,3) = 8 
x(253,18) = 8 
x(254,33) = 3 
x(255,3) = 3 
x(256,30) = 8 
x(257,39) = 6 
x(258,27) = 8 
x(259,18) = 9 
x(260,28) = 3 
x(261,16) = 8 
x(262,40) = 1 
x(263,37) = 7 
x(264,27) = 9 
x(265,11) = 5 
x(266,1) = 9 
x(267,5) = 9 
x(268,19) = 5 
x(269,2) = 7 
x(270,36) = 2 
x(271,36) = 3 
x(272,12) = 7 
x(273,38) = 4 
x(274,36) = 5 
x(275,31) = 6 
x(276,27) = 7 
x(277,25) = 8 
x(278,34) = 9 
x(279,40) = 1 
x(280,10) = 6 
x(281,4) = 4 
x(282,1) = 5 
x(283,17) = 7 
x(284,8) = 9 
x(285,22) = 8 
x(286,14) = 9 
x(287,12) = 3 
x(288,10) = 2 
x(289,2) = 7 
x(290,14) = 7 
x(291,8) = 8 
x(292,38) = 2 
x(293,4) = 9 
x(294,17) = 8 
x(295,15) = 7 
x(296,4) = 3 
x(297,34) = 5 
x(298,30) = 4 
x(299,9) = 3 
x(300,22) = 9 
x(301,16) = 7 
x(302,17) = 3 
x(303,8) = 1 
x(304,22) = 9 
x(305,13) = 4 
x(306,23) = 5 
x(307,23) = 5 
x(308,7) = 9 
x(309,1) = 6 
x(310,6) = 7 
x(311,14) = 9 
x(312,38) = 4 
x(313,3) = 5 
x(314,34) = 3 
x(315,12) = 9 
x(316,24) = 8 
x(317,29) = 9 
x(318,13) = 3 
x(319,34) = 5 
x(320,24) = 1 
x(321,32) = 5 
