x(1,12) = 9 
x(2,3) = 7 
x(3,13) = 9 
x(4,12) = 3 
x(5,18) = 6 
x(6,13) = 9 
x(7,13) = 8 
x(8,20) = 5 
x(9,8) = 9 
x(10,10) = 7 
x(11,6) = 9 
x(12,7) = 9 
x(13,7) = 6 
x(14,14) = 9 
x(15,9) = 5 
x(16,12) = 9 
x(17,11) = 9 
x(18,18) = 7 
x(19,18) = 2 
x(20,20) = 5 
x(21,16) = 8 
x(22,14) = 5 
x(23,1) = 9 
x(24,5) = 6 
x(25,16) = 4 
x(26,15) = 9 
x(27,3) = 9 
x(28,1) = 9 
x(29,2) = 6 
x(30,19) = 9 
x(31,3) = 6 
x(32,17) = 7 
x(33,17) = 8 
x(34,6) = 4 
x(35,19) = 5 
x(36,6) = 7 
x(37,15) = 8 
x(38,20) = 9 
x(39,7) = 7 
x(40,17) = 8 
x(41,11) = 9 
x(42,10) = 5 
x(43,13) = 8 
x(44,7) = 9 
x(45,20) = 9 
x(46,8) = 9 
x(47,4) = 9 
x(48,2) = 7 
x(49,5) = 3 
x(50,10) = 9 
x(51,18) = 5 
x(52,19) = 7 
x(53,14) = 8 
x(54,1) = 6 
x(55,10) = 9 
x(56,4) = 8 
x(57,13) = 8 
x(58,6) = 9 
x(59,15) = 4 
x(60,3) = 0 
x(61,4) = 6 
x(62,2) = 7 
x(63,15) = 9 
x(64,8) = 0 
x(65,2) = 9 
x(66,1) = 9 
x(67,14) = 9 
x(68,11) = 4 
x(69,8) = 7 
x(70,16) = 6 
x(71,11) = 9 
x(72,8) = 3 
x(73,5) = 2 
x(74,10) = 9 
x(75,14) = 9 
x(76,9) = 9 
x(77,9) = 9 
x(78,6) = 5 
x(79,1) = 4 
x(80,17) = 9 
x(81,19) = 9 
x(82,7) = 9 
x(83,9) = 7 
x(84,12) = 2 
x(85,12) = 9 
x(86,11) = 6 
x(87,5) = 5 
x(88,19) = 8 
x(89,8) = 9 
x(90,3) = 4 
x(91,15) = 8 
x(92,6) = 4 
x(93,4) = 1 
x(94,9) = 0 
x(95,18) = 5 
x(96,6) = 9 
x(97,4) = 7 
x(98,18) = 8 
x(99,19) = 5 
x(100,15) = 9 
