x(1,7) = 2 
x(2,14) = 0 
x(3,15) = 4 
x(4,8) = 7 
x(5,8) = 1 
x(6,3) = 4 
x(7,14) = 4 
x(8,6) = 3 
x(9,15) = 2 
x(10,11) = 4 
x(11,1) = 4 
x(12,28) = 1 
x(13,4) = 0 
x(14,21) = 4 
x(15,27) = 0 
x(16,9) = 0 
x(17,17) = 1 
x(18,22) = 4 
x(19,11) = 4 
x(20,14) = 3 
x(21,1) = 4 
x(22,26) = 2 
x(23,13) = 1 
x(24,10) = 0 
x(25,15) = 1 
x(26,21) = 0 
x(27,12) = 0 
x(28,25) = 2 
x(29,11) = 1 
x(30,17) = 3 
x(31,19) = 0 
x(32,3) = 1 
x(33,20) = 4 
x(34,19) = 2 
x(35,5) = 0 
x(36,7) = 1 
x(37,12) = 1 
x(38,21) = 0 
x(39,29) = 7 
x(40,18) = 4 
x(41,9) = 1 
x(42,24) = 0 
x(43,23) = 1 
x(44,3) = 5 
x(45,19) = 7 
x(46,1) = 0 
x(47,14) = 0 
x(48,18) = 1 
x(49,11) = 0 
x(50,10) = 1 
x(51,18) = 1 
x(52,20) = 1 
x(53,8) = 4 
x(54,11) = 1 
x(55,9) = 1 
x(56,2) = 4 
x(57,2) = 1 
x(58,15) = 1 
x(59,11) = 0 
x(60,30) = 5 
x(61,5) = 1 
x(62,22) = 0 
x(63,14) = 4 
x(64,30) = 2 
x(65,18) = 0 
x(66,20) = 1 
x(67,4) = 1 
x(68,16) = 0 
x(69,2) = 3 
x(70,10) = 2 
x(71,9) = 4 
x(72,14) = 1 
x(73,25) = 3 
x(74,22) = 0 
x(75,20) = 0 
x(76,22) = 2 
x(77,16) = 7 
x(78,28) = 0 
x(79,12) = 4 
x(80,14) = 0 
x(81,21) = 0 
x(82,23) = 0 
x(83,18) = 4 
x(84,18) = 0 
x(85,20) = 0 
x(86,12) = 0 
x(87,21) = 3 
x(88,1) = 2 
x(89,25) = 0 
x(90,4) = 2 
x(91,2) = 3 
x(92,21) = 0 
x(93,8) = 1 
x(94,10) = 0 
x(95,7) = 1 
x(96,21) = 6 
x(97,16) = 0 
x(98,2) = 3 
x(99,3) = 0 
x(100,13) = 1 
x(101,11) = 3 
x(102,15) = 3 
x(103,4) = 4 
x(104,26) = 0 
x(105,23) = 2 
x(106,22) = 4 
x(107,8) = 0 
x(108,13) = 4 
x(109,21) = 4 
x(110,7) = 2 
x(111,7) = 0 
x(112,14) = 2 
x(113,9) = 4 
x(114,3) = 1 
x(115,5) = 4 
x(116,17) = 3 
x(117,7) = 4 
x(118,21) = 1 
x(119,24) = 4 
x(120,19) = 7 
x(121,3) = 1 
x(122,6) = 1 
x(123,21) = 1 
x(124,3) = 4 
x(125,7) = 5 
x(126,25) = 0 
x(127,25) = 0 
x(128,22) = 4 
x(129,17) = 1 
x(130,12) = 0 
x(131,3) = 0 
x(132,14) = 1 
x(133,4) = 1 
x(134,16) = 0 
x(135,17) = 2 
x(136,6) = 1 
x(137,21) = 1 
x(138,19) = 0 
x(139,1) = 4 
x(140,28) = 1 
x(141,3) = 1 
x(142,25) = 2 
x(143,18) = 1 
x(144,13) = 2 
x(145,6) = 0 
x(146,24) = 2 
x(147,8) = 1 
x(148,12) = 2 
x(149,28) = 0 
x(150,23) = 0 
x(151,9) = 0 
x(152,16) = 3 
x(153,10) = 4 
x(154,14) = 3 
x(155,2) = 1 
x(156,6) = 1 
x(157,1) = 0 
x(158,13) = 4 
x(159,3) = 3 
x(160,23) = 4 
x(161,17) = 0 
x(162,19) = 3 
x(163,21) = 1 
x(164,30) = 3 
x(165,28) = 0 
x(166,2) = 4 
x(167,22) = 0 
x(168,2) = 5 
x(169,29) = 0 
x(170,14) = 2 
x(171,16) = 0 
x(172,13) = 5 
x(173,28) = 4 
x(174,30) = 0 
x(175,24) = 3 
x(176,7) = 2 
x(177,11) = 4 
x(178,6) = 1 
x(179,2) = 3 
x(180,15) = 1 
x(181,7) = 1 
x(182,15) = 0 
x(183,19) = 1 
x(184,25) = 3 
x(185,26) = 1 
x(186,19) = 4 
x(187,19) = 0 
x(188,29) = 1 
x(189,28) = 4 
x(190,7) = 0 
x(191,3) = 2 
x(192,10) = 0 
x(193,17) = 4 
x(194,12) = 1 
x(195,17) = 0 
x(196,19) = 1 
x(197,8) = 0 
x(198,13) = 0 
x(199,27) = 4 
x(200,14) = 0 
x(201,22) = 3 
x(202,9) = 3 
x(203,26) = 1 
x(204,21) = 0 
x(205,21) = 0 
x(206,4) = 2 
x(207,16) = 1 
x(208,3) = 1 
x(209,24) = 1 
x(210,27) = 1 
x(211,3) = 4 
x(212,13) = 0 
x(213,15) = 1 
x(214,5) = 1 
x(215,18) = 7 
x(216,11) = 3 
x(217,18) = 3 
x(218,16) = 0 
x(219,8) = 4 
x(220,4) = 5 
x(221,9) = 0 
x(222,29) = 0 
x(223,11) = 0 
x(224,19) = 3 
x(225,22) = 4 
x(226,27) = 0 
x(227,29) = 1 
x(228,12) = 0 
x(229,29) = 1 
x(230,7) = 0 
x(231,28) = 4 
x(232,11) = 0 
x(233,28) = 0 
x(234,21) = 2 
x(235,22) = 0 
x(236,20) = 0 
x(237,21) = 2 
x(238,20) = 4 
x(239,29) = 0 
x(240,8) = 7 
x(241,23) = 1 
x(242,3) = 4 
x(243,25) = 4 
x(244,28) = 4 
x(245,1) = 0 
x(246,14) = 7 
x(247,20) = 0 
x(248,14) = 4 
x(249,27) = 1 
x(250,9) = 0 
x(251,21) = 1 
x(252,20) = 4 
x(253,8) = 1 
x(254,27) = 8 
x(255,16) = 1 
x(256,2) = 0 
x(257,20) = 0 
x(258,25) = 1 
x(259,30) = 1 
x(260,6) = 1 
x(261,4) = 3 
x(262,5) = 0 
x(263,5) = 4 
x(264,30) = 0 
x(265,20) = 0 
x(266,16) = 4 
x(267,11) = 4 
x(268,10) = 0 
x(269,10) = 4 
x(270,20) = 0 
x(271,6) = 2 
x(272,25) = 0 
x(273,5) = 1 
x(274,2) = 0 
x(275,10) = 2 
x(276,3) = 4 
x(277,26) = 1 
x(278,4) = 1 
x(279,27) = 0 
x(280,21) = 0 
x(281,15) = 5 
x(282,9) = 0 
x(283,23) = 2 
x(284,13) = 0 
x(285,27) = 1 
x(286,12) = 0 
x(287,10) = 5 
x(288,23) = 1 
x(289,6) = 0 
x(290,28) = 4 
x(291,4) = 2 
x(292,21) = 4 
x(293,17) = 1 
x(294,28) = 0 
x(295,17) = 1 
x(296,30) = 0 
x(297,5) = 0 
x(298,26) = 2 
x(299,23) = 1 
x(300,13) = 0 
x(301,28) = 3 
x(302,17) = 0 
x(303,21) = 0 
x(304,26) = 1 
x(305,1) = 1 
x(306,12) = 4 
x(307,24) = 0 
x(308,24) = 0 
x(309,17) = 0 
x(310,14) = 3 
x(311,23) = 0 
x(312,28) = 1 
x(313,2) = 0 
x(314,9) = 1 
x(315,15) = 7 
x(316,12) = 0 
x(317,5) = 0 
x(318,5) = 4 
x(319,20) = 3 
x(320,20) = 2 
x(321,16) = 1 
x(322,25) = 2 
x(323,19) = 0 
x(324,14) = 0 
x(325,23) = 0 
x(326,5) = 1 
x(327,8) = 2 
x(328,29) = 4 
x(329,11) = 0 
x(330,18) = 3 
x(331,4) = 0 
x(332,12) = 0 
x(333,22) = 1 
x(334,3) = 5 
x(335,4) = 0 
x(336,3) = 0 
x(337,24) = 1 
x(338,12) = 1 
x(339,6) = 3 
x(340,30) = 0 
x(341,18) = 0 
x(342,11) = 4 
x(343,24) = 2 
x(344,6) = 1 
x(345,5) = 7 
x(346,6) = 0 
x(347,4) = 0 
x(348,6) = 0 
x(349,19) = 4 
x(350,28) = 1 
x(351,7) = 0 
x(352,20) = 4 
x(353,22) = 1 
x(354,17) = 1 
x(355,26) = 1 
x(356,4) = 0 
x(357,24) = 4 
x(358,20) = 2 
x(359,2) = 7 
