x(1,35) = 8 
x(2,59) = 5 
x(3,23) = 9 
x(4,2) = 2 
x(5,46) = 6 
x(6,50) = 9 
x(7,49) = 6 
x(8,45) = 5 
x(9,19) = 7 
x(10,26) = 6 
x(11,39) = 8 
x(12,18) = 5 
x(13,39) = 8 
x(14,39) = 6 
x(15,60) = 6 
x(16,23) = 1 
x(17,27) = 1 
x(18,55) = 8 
x(19,26) = 9 
x(20,44) = 5 
x(21,32) = 3 
x(22,43) = 6 
x(23,60) = 5 
x(24,5) = 8 
x(25,32) = 7 
x(26,51) = 4 
x(27,48) = 5 
x(28,10) = 5 
x(29,30) = 9 
x(30,35) = 8 
x(31,13) = 7 
x(32,22) = 9 
x(33,12) = 8 
x(34,18) = 8 
x(35,1) = 1 
x(36,50) = 1 
x(37,23) = 7 
x(38,31) = 5 
x(39,33) = 8 
x(40,48) = 4 
x(41,7) = 0 
x(42,36) = 9 
x(43,2) = 0 
x(44,13) = 1 
x(45,57) = 9 
x(46,40) = 1 
x(47,45) = 0 
x(48,13) = 6 
x(49,47) = 6 
x(50,6) = 5 
x(51,23) = 2 
x(52,25) = 8 
x(53,57) = 3 
x(54,12) = 0 
x(55,59) = 7 
x(56,9) = 8 
x(57,17) = 0 
x(58,19) = 8 
x(59,14) = 0 
x(60,37) = 3 
x(61,56) = 7 
x(62,6) = 0 
x(63,1) = 7 
x(64,60) = 4 
x(65,53) = 3 
x(66,52) = 3 
x(67,1) = 1 
x(68,10) = 0 
x(69,22) = 5 
x(70,53) = 8 
x(71,11) = 9 
x(72,43) = 9 
x(73,18) = 0 
x(74,29) = 6 
x(75,3) = 1 
x(76,55) = 8 
x(77,46) = 6 
x(78,26) = 2 
x(79,6) = 4 
x(80,59) = 0 
x(81,45) = 4 
x(82,25) = 7 
x(83,33) = 2 
x(84,15) = 7 
x(85,57) = 7 
x(86,56) = 4 
x(87,39) = 7 
x(88,25) = 8 
x(89,5) = 8 
x(90,35) = 7 
x(91,18) = 5 
x(92,26) = 2 
x(93,43) = 7 
x(94,40) = 1 
x(95,43) = 8 
x(96,60) = 0 
x(97,21) = 9 
x(98,19) = 5 
x(99,12) = 1 
x(100,50) = 8 
x(101,35) = 1 
x(102,32) = 2 
x(103,54) = 1 
x(104,6) = 5 
x(105,40) = 7 
x(106,25) = 8 
x(107,13) = 7 
x(108,60) = 0 
x(109,48) = 5 
x(110,49) = 9 
x(111,34) = 5 
x(112,59) = 2 
x(113,32) = 8 
x(114,23) = 1 
x(115,2) = 4 
x(116,6) = 7 
x(117,36) = 6 
x(118,47) = 7 
x(119,14) = 7 
x(120,34) = 6 
x(121,50) = 6 
x(122,7) = 4 
x(123,44) = 0 
x(124,57) = 9 
x(125,31) = 1 
x(126,15) = 9 
x(127,4) = 8 
x(128,27) = 7 
x(129,48) = 0 
x(130,36) = 7 
x(131,59) = 8 
x(132,12) = 0 
x(133,43) = 8 
x(134,54) = 4 
x(135,9) = 4 
x(136,8) = 7 
x(137,10) = 6 
x(138,20) = 8 
x(139,44) = 1 
x(140,35) = 9 
x(141,11) = 0 
x(142,24) = 1 
x(143,6) = 0 
x(144,59) = 5 
x(145,49) = 6 
x(146,3) = 2 
x(147,18) = 8 
x(148,21) = 1 
x(149,19) = 7 
x(150,34) = 2 
x(151,35) = 8 
x(152,23) = 8 
x(153,57) = 8 
x(154,52) = 2 
x(155,14) = 4 
x(156,20) = 0 
x(157,35) = 9 
x(158,60) = 0 
x(159,13) = 4 
x(160,7) = 7 
x(161,48) = 6 
x(162,18) = 3 
x(163,37) = 7 
x(164,42) = 9 
x(165,15) = 9 
x(166,43) = 0 
