x(1,6) = 9 
x(2,15) = 9 
x(3,15) = 2 
x(4,12) = 9 
x(5,18) = 0 
x(6,20) = 2 
x(7,1) = 9 
x(8,4) = 8 
x(9,2) = 2 
x(10,7) = 0 
x(11,15) = 6 
x(12,17) = 1 
x(13,6) = 8 
x(14,7) = 3 
x(15,4) = 1 
x(16,13) = 0 
x(17,12) = 5 
x(18,8) = 0 
x(19,11) = 2 
x(20,10) = 0 
x(21,10) = 1 
x(22,19) = 1 
x(23,18) = 2 
x(24,13) = 9 
x(25,4) = 4 
x(26,16) = 0 
x(27,7) = 7 
x(28,10) = 6 
x(29,2) = 2 
x(30,15) = 6 
x(31,4) = 9 
x(32,18) = 9 
x(33,15) = 7 
x(34,7) = 3 
x(35,5) = 8 
x(36,2) = 9 
x(37,19) = 9 
x(38,6) = 9 
x(39,10) = 0 
x(40,11) = 0 
x(41,16) = 4 
x(42,16) = 1 
x(43,5) = 3 
x(44,12) = 0 
x(45,1) = 0 
x(46,5) = 7 
x(47,4) = 9 
x(48,13) = 3 
x(49,10) = 8 
x(50,17) = 0 
x(51,19) = 4 
x(52,18) = 8 
x(53,10) = 7 
x(54,7) = 9 
x(55,5) = 8 
x(56,15) = 0 
x(57,8) = 7 
x(58,8) = 9 
x(59,1) = 8 
x(60,13) = 2 
x(61,19) = 1 
x(62,17) = 0 
x(63,2) = 7 
x(64,7) = 1 
x(65,6) = 9 
x(66,14) = 5 
x(67,4) = 8 
x(68,8) = 3 
x(69,12) = 8 
x(70,3) = 3 
x(71,11) = 8 
x(72,7) = 8 
x(73,3) = 9 
x(74,18) = 9 
x(75,14) = 7 
x(76,8) = 1 
x(77,8) = 4 
x(78,8) = 9 
x(79,15) = 8 
x(80,20) = 3 
x(81,11) = 1 
x(82,17) = 9 
x(83,20) = 6 
x(84,13) = 9 
x(85,5) = 3 
x(86,15) = 6 
x(87,17) = 3 
x(88,4) = 4 
x(89,18) = 2 
x(90,1) = 0 
x(91,15) = 0 
x(92,10) = 0 
x(93,11) = 9 
x(94,5) = 7 
x(95,14) = 2 
x(96,3) = 6 
x(97,11) = 6 
x(98,13) = 0 
x(99,5) = 4 
x(100,8) = 7 
x(101,19) = 9 
x(102,12) = 1 
x(103,7) = 1 
x(104,6) = 3 
x(105,7) = 2 
x(106,3) = 1 
x(107,4) = 1 
x(108,9) = 9 
x(109,19) = 7 
x(110,17) = 5 
x(111,7) = 5 
x(112,15) = 7 
x(113,12) = 2 
x(114,6) = 2 
x(115,5) = 4 
x(116,11) = 9 
x(117,13) = 7 
x(118,17) = 0 
x(119,4) = 4 
x(120,20) = 9 
x(121,2) = 9 
x(122,1) = 1 
x(123,6) = 9 
x(124,4) = 9 
x(125,13) = 7 
x(126,12) = 9 
x(127,5) = 1 
x(128,9) = 6 
x(129,19) = 8 
x(130,13) = 4 
x(131,17) = 1 
x(132,17) = 2 
x(133,7) = 1 
x(134,9) = 9 
x(135,18) = 3 
x(136,16) = 8 
x(137,19) = 7 
x(138,4) = 7 
x(139,8) = 6 
x(140,8) = 2 
x(141,11) = 9 
x(142,16) = 7 
x(143,4) = 7 
x(144,5) = 0 
x(145,19) = 6 
x(146,14) = 1 
x(147,3) = 9 
x(148,3) = 7 
x(149,17) = 4 
x(150,12) = 9 
x(151,18) = 9 
x(152,3) = 4 
x(153,8) = 5 
x(154,13) = 0 
x(155,11) = 1 
x(156,3) = 7 
x(157,14) = 9 
x(158,3) = 2 
x(159,4) = 6 
x(160,18) = 1 
x(161,9) = 0 
x(162,6) = 5 
x(163,9) = 7 
x(164,9) = 6 
x(165,11) = 3 
x(166,8) = 6 
x(167,5) = 6 
x(168,9) = 3 
x(169,18) = 6 
x(170,16) = 7 
x(171,12) = 3 
x(172,1) = 0 
x(173,1) = 6 
x(174,17) = 8 
x(175,18) = 7 
x(176,7) = 7 
x(177,18) = 8 
x(178,5) = 1 
x(179,19) = 8 
x(180,10) = 6 
x(181,20) = 0 
x(182,9) = 2 
x(183,12) = 9 
x(184,1) = 9 
x(185,2) = 4 
x(186,15) = 6 
x(187,18) = 7 
x(188,5) = 6 
x(189,8) = 2 
x(190,16) = 2 
x(191,14) = 1 
x(192,14) = 7 
x(193,4) = 9 
x(194,6) = 2 
x(195,8) = 8 
x(196,3) = 8 
x(197,16) = 8 
x(198,8) = 1 
x(199,2) = 4 
x(200,7) = 2 
