x(1,15) = 4 
x(2,17) = 2 
x(3,35) = 6 
x(4,12) = 3 
x(5,2) = 3 
x(6,26) = 3 
x(7,33) = 2 
x(8,22) = 3 
x(9,7) = 3 
x(10,8) = 5 
x(11,12) = 1 
x(12,35) = 4 
x(13,33) = 3 
x(14,1) = 3 
x(15,22) = 6 
x(16,14) = 4 
x(17,8) = 4 
x(18,12) = 2 
x(19,35) = 3 
x(20,19) = 0 
x(21,4) = 5 
x(22,33) = 3 
x(23,24) = 3 
x(24,37) = 0 
x(25,8) = 2 
x(26,13) = 5 
x(27,28) = 3 
x(28,13) = 0 
x(29,5) = 2 
x(30,25) = 3 
x(31,24) = 1 
x(32,24) = 2 
x(33,8) = 6 
x(34,23) = 2 
x(35,7) = 0 
x(36,22) = 0 
x(37,23) = 2 
x(38,6) = 0 
x(39,9) = 4 
x(40,16) = 5 
x(41,26) = 3 
x(42,39) = 4 
x(43,11) = 5 
x(44,34) = 4 
x(45,27) = 0 
x(46,1) = 3 
x(47,17) = 3 
x(48,9) = 3 
x(49,25) = 6 
x(50,31) = 3 
x(51,35) = 3 
x(52,7) = 0 
x(53,14) = 3 
x(54,16) = 4 
x(55,21) = 2 
x(56,32) = 3 
x(57,29) = 3 
x(58,35) = 2 
x(59,20) = 3 
x(60,9) = 2 
x(61,36) = 1 
x(62,12) = 0 
x(63,31) = 2 
x(64,1) = 2 
x(65,26) = 0 
x(66,2) = 3 
x(67,14) = 2 
x(68,5) = 2 
x(69,23) = 1 
x(70,15) = 5 
x(71,36) = 2 
x(72,19) = 3 
x(73,24) = 2 
x(74,2) = 2 
x(75,23) = 2 
x(76,6) = 2 
x(77,13) = 2 
x(78,9) = 2 
x(79,17) = 0 
x(80,21) = 1 
x(81,35) = 3 
x(82,37) = 3 
x(83,18) = 3 
x(84,5) = 3 
x(85,32) = 3 
x(86,26) = 3 
x(87,23) = 2 
x(88,13) = 2 
x(89,28) = 5 
x(90,2) = 3 
x(91,36) = 4 
x(92,27) = 3 
x(93,36) = 0 
x(94,30) = 0 
x(95,32) = 3 
x(96,16) = 3 
x(97,15) = 6 
x(98,11) = 0 
x(99,10) = 0 
x(100,33) = 4 
x(101,40) = 4 
x(102,10) = 2 
x(103,33) = 5 
x(104,5) = 3 
x(105,30) = 0 
x(106,9) = 4 
x(107,30) = 5 
x(108,1) = 2 
x(109,29) = 3 
x(110,19) = 3 
x(111,26) = 2 
x(112,5) = 3 
x(113,19) = 1 
x(114,27) = 0 
x(115,10) = 3 
x(116,25) = 3 
x(117,6) = 2 
x(118,5) = 0 
x(119,36) = 2 
x(120,30) = 2 
x(121,10) = 3 
x(122,10) = 3 
x(123,34) = 0 
x(124,40) = 0 
x(125,4) = 3 
x(126,18) = 4 
x(127,25) = 3 
x(128,12) = 3 
x(129,27) = 3 
x(130,31) = 1 
x(131,20) = 3 
x(132,26) = 5 
x(133,9) = 0 
x(134,9) = 3 
x(135,34) = 3 
x(136,32) = 0 
x(137,8) = 3 
x(138,7) = 2 
x(139,1) = 3 
x(140,14) = 3 
x(141,29) = 2 
x(142,7) = 2 
x(143,22) = 3 
x(144,16) = 3 
x(145,31) = 4 
x(146,28) = 7 
x(147,30) = 3 
x(148,4) = 2 
x(149,14) = 1 
x(150,35) = 3 
x(151,39) = 6 
x(152,1) = 1 
x(153,17) = 3 
x(154,7) = 3 
x(155,1) = 3 
x(156,35) = 3 
x(157,1) = 3 
x(158,28) = 2 
x(159,19) = 2 
x(160,8) = 2 
x(161,37) = 3 
x(162,20) = 3 
x(163,35) = 3 
x(164,18) = 6 
x(165,10) = 3 
x(166,14) = 0 
x(167,28) = 1 
x(168,33) = 0 
x(169,3) = 3 
x(170,21) = 3 
x(171,24) = 0 
x(172,18) = 3 
x(173,27) = 3 
x(174,32) = 3 
x(175,24) = 3 
x(176,9) = 0 
x(177,26) = 2 
x(178,30) = 2 
x(179,16) = 3 
x(180,11) = 2 
x(181,31) = 1 
x(182,14) = 4 
x(183,38) = 3 
x(184,6) = 3 
x(185,18) = 2 
x(186,38) = 0 
x(187,36) = 4 
x(188,11) = 2 
x(189,15) = 3 
x(190,10) = 3 
x(191,8) = 0 
x(192,12) = 3 
x(193,37) = 3 
x(194,31) = 3 
x(195,37) = 3 
x(196,14) = 3 
x(197,20) = 0 
x(198,7) = 2 
x(199,4) = 2 
x(200,6) = 3 
x(201,35) = 2 
x(202,36) = 0 
x(203,32) = 3 
x(204,24) = 4 
x(205,13) = 3 
x(206,3) = 2 
x(207,2) = 2 
x(208,17) = 0 
x(209,38) = 4 
x(210,23) = 3 
x(211,33) = 3 
x(212,30) = 3 
x(213,2) = 3 
x(214,15) = 3 
x(215,2) = 2 
x(216,7) = 3 
x(217,14) = 3 
x(218,31) = 3 
x(219,29) = 2 
x(220,31) = 2 
x(221,15) = 4 
x(222,13) = 2 
x(223,35) = 5 
x(224,24) = 2 
x(225,11) = 3 
x(226,39) = 3 
x(227,11) = 3 
x(228,23) = 2 
x(229,23) = 3 
x(230,34) = 3 
x(231,21) = 2 
x(232,31) = 0 
x(233,18) = 1 
x(234,5) = 3 
x(235,13) = 3 
x(236,17) = 3 
x(237,29) = 2 
x(238,31) = 2 
x(239,2) = 3 
x(240,9) = 4 
x(241,29) = 3 
x(242,5) = 2 
x(243,39) = 3 
x(244,20) = 3 
x(245,13) = 3 
x(246,20) = 1 
x(247,21) = 2 
x(248,40) = 3 
x(249,19) = 0 
x(250,19) = 2 
x(251,40) = 3 
x(252,1) = 3 
x(253,13) = 2 
x(254,25) = 3 
x(255,3) = 1 
x(256,6) = 3 
x(257,11) = 3 
x(258,2) = 3 
x(259,18) = 2 
x(260,7) = 3 
x(261,32) = 3 
x(262,34) = 0 
x(263,38) = 1 
x(264,21) = 3 
x(265,20) = 0 
x(266,8) = 1 
x(267,37) = 3 
x(268,4) = 2 
x(269,6) = 4 
x(270,7) = 5 
x(271,40) = 1 
x(272,5) = 0 
x(273,16) = 3 
x(274,33) = 3 
x(275,4) = 3 
x(276,4) = 2 
x(277,15) = 3 
x(278,25) = 2 
x(279,3) = 3 
x(280,3) = 0 
x(281,34) = 0 
x(282,12) = 3 
x(283,38) = 4 
x(284,28) = 4 
x(285,6) = 3 
x(286,21) = 3 
x(287,4) = 1 
x(288,16) = 3 
x(289,34) = 3 
x(290,38) = 3 
x(291,23) = 3 
x(292,3) = 3 
x(293,37) = 2 
x(294,22) = 0 
x(295,16) = 3 
x(296,26) = 2 
x(297,10) = 3 
x(298,40) = 2 
x(299,40) = 0 
x(300,11) = 0 
x(301,23) = 2 
x(302,8) = 2 
x(303,18) = 2 
x(304,27) = 0 
x(305,12) = 4 
x(306,28) = 2 
x(307,6) = 0 
x(308,39) = 1 
x(309,33) = 1 
x(310,14) = 4 
x(311,37) = 2 
x(312,9) = 0 
x(313,34) = 1 
x(314,32) = 0 
x(315,39) = 1 
x(316,21) = 2 
x(317,10) = 1 
x(318,18) = 1 
x(319,40) = 6 
x(320,29) = 2 
x(321,15) = 6 
x(322,29) = 2 
x(323,39) = 3 
x(324,17) = 2 
x(325,26) = 5 
x(326,27) = 2 
x(327,25) = 2 
x(328,25) = 3 
x(329,8) = 3 
x(330,19) = 3 
x(331,40) = 5 
x(332,24) = 3 
x(333,30) = 6 
x(334,15) = 3 
x(335,19) = 0 
x(336,22) = 3 
x(337,25) = 1 
x(338,9) = 2 
x(339,3) = 2 
x(340,16) = 2 
x(341,10) = 1 
x(342,19) = 1 
x(343,26) = 1 
x(344,39) = 3 
x(345,29) = 0 
x(346,27) = 3 
x(347,24) = 0 
x(348,3) = 3 
x(349,11) = 4 
x(350,22) = 2 
