x(1,48) = 9 
x(2,83) = 1 
x(3,71) = 9 
x(4,27) = 5 
x(5,46) = 8 
x(6,22) = 9 
x(7,64) = 9 
x(8,71) = 9 
x(9,28) = 9 
x(10,61) = 9 
x(11,41) = 2 
x(12,98) = 8 
x(13,83) = 9 
x(14,11) = 0 
x(15,51) = 4 
x(16,56) = 9 
x(17,81) = 4 
x(18,84) = 2 
x(19,78) = 0 
x(20,79) = 9 
x(21,10) = 5 
x(22,2) = 6 
x(23,75) = 8 
x(24,35) = 8 
x(25,61) = 0 
x(26,85) = 9 
x(27,25) = 9 
x(28,15) = 9 
x(29,21) = 7 
x(30,71) = 9 
x(31,45) = 9 
x(32,86) = 8 
x(33,53) = 0 
x(34,93) = 2 
x(35,70) = 4 
x(36,53) = 9 
x(37,36) = 9 
x(38,70) = 1 
x(39,16) = 1 
x(40,80) = 9 
x(41,8) = 6 
x(42,70) = 9 
x(43,77) = 8 
x(44,69) = 8 
x(45,65) = 9 
x(46,87) = 6 
x(47,94) = 0 
x(48,35) = 9 
x(49,41) = 2 
x(50,22) = 9 
x(51,28) = 3 
x(52,70) = 9 
x(53,5) = 9 
x(54,22) = 2 
x(55,57) = 8 
x(56,30) = 9 
x(57,56) = 8 
x(58,38) = 9 
x(59,20) = 8 
x(60,38) = 4 
x(61,13) = 4 
x(62,29) = 8 
x(63,29) = 0 
x(64,90) = 3 
x(65,50) = 9 
x(66,10) = 9 
x(67,6) = 4 
x(68,88) = 0 
x(69,24) = 3 
x(70,18) = 7 
x(71,100) = 7 
x(72,3) = 9 
x(73,97) = 2 
x(74,66) = 4 
x(75,5) = 8 
x(76,53) = 0 
x(77,17) = 0 
x(78,30) = 9 
x(79,73) = 9 
x(80,69) = 9 
x(81,29) = 9 
x(82,56) = 9 
x(83,55) = 9 
x(84,54) = 1 
x(85,82) = 4 
x(86,42) = 9 
x(87,69) = 8 
x(88,90) = 7 
x(89,29) = 6 
x(90,18) = 0 
x(91,57) = 8 
x(92,16) = 1 
x(93,52) = 9 
x(94,63) = 9 
x(95,36) = 9 
x(96,96) = 8 
x(97,37) = 9 
x(98,86) = 8 
x(99,58) = 9 
x(100,16) = 9 
x(101,91) = 9 
x(102,10) = 0 
x(103,77) = 9 
x(104,32) = 9 
x(105,62) = 9 
x(106,53) = 0 
x(107,83) = 6 
x(108,81) = 8 
x(109,74) = 9 
x(110,51) = 8 
x(111,81) = 4 
x(112,72) = 7 
x(113,20) = 9 
x(114,60) = 2 
x(115,4) = 4 
x(116,89) = 0 
x(117,95) = 9 
x(118,9) = 9 
x(119,49) = 5 
x(120,23) = 9 
x(121,80) = 5 
x(122,5) = 9 
x(123,4) = 9 
x(124,42) = 3 
x(125,49) = 1 
x(126,59) = 9 
x(127,26) = 1 
x(128,45) = 6 
