x(1,1) = 9 
x(2,5) = 2 
x(3,5) = 9 
x(4,8) = 5 
x(5,8) = 9 
x(6,6) = 3 
x(7,4) = 7 
x(8,10) = 9 
x(9,6) = 9 
x(10,9) = 9 
x(11,7) = 9 
x(12,5) = 1 
x(13,7) = 8 
x(14,8) = 4 
x(15,10) = 9 
x(16,4) = 7 
x(17,6) = 9 
x(18,1) = 5 
x(19,9) = 9 
x(20,2) = 7 
x(21,10) = 1 
x(22,5) = 9 
x(23,9) = 7 
x(24,7) = 9 
x(25,9) = 4 
x(26,2) = 9 
x(27,10) = 8 
x(28,7) = 9 
x(29,2) = 6 
x(30,8) = 9 
x(31,3) = 9 
x(32,9) = 5 
x(33,8) = 2 
x(34,1) = 0 
x(35,7) = 9 
x(36,7) = 9 
x(37,2) = 9 
x(38,8) = 4 
x(39,9) = 5 
x(40,5) = 6 
x(41,5) = 9 
x(42,9) = 9 
x(43,5) = 9 
x(44,10) = 1 
x(45,9) = 9 
x(46,7) = 6 
x(47,7) = 9 
x(48,4) = 9 
x(49,1) = 9 
x(50,2) = 8 
x(51,8) = 7 
x(52,9) = 9 
x(53,5) = 4 
x(54,3) = 9 
x(55,1) = 9 
x(56,7) = 3 
x(57,8) = 9 
x(58,9) = 8 
x(59,10) = 8 
x(60,4) = 7 
x(61,8) = 9 
x(62,10) = 9 
x(63,7) = 1 
x(64,6) = 1 
x(65,6) = 3 
x(66,3) = 9 
x(67,6) = 9 
x(68,9) = 9 
x(69,3) = 9 
x(70,6) = 9 
x(71,1) = 1 
x(72,1) = 9 
x(73,6) = 9 
x(74,4) = 9 
x(75,2) = 9 
x(76,2) = 6 
x(77,1) = 9 
x(78,2) = 8 
x(79,8) = 9 
x(80,2) = 9 
x(81,2) = 9 
x(82,3) = 9 
x(83,2) = 7 
x(84,8) = 7 
x(85,1) = 9 
x(86,6) = 9 
x(87,7) = 9 
x(88,5) = 9 
x(89,8) = 9 
x(90,3) = 9 
x(91,9) = 9 
x(92,9) = 7 
x(93,1) = 9 
x(94,4) = 4 
x(95,7) = 9 
x(96,7) = 7 
x(97,3) = 9 
x(98,5) = 7 
x(99,5) = 4 
x(100,1) = 6 
x(101,2) = 9 
x(102,4) = 9 
x(103,1) = 6 
x(104,2) = 9 
x(105,9) = 6 
x(106,9) = 8 
x(107,3) = 9 
x(108,10) = 9 
x(109,4) = 9 
x(110,1) = 9 
x(111,4) = 9 
x(112,8) = 5 
x(113,5) = 8 
x(114,7) = 5 
x(115,4) = 9 
x(116,5) = 9 
x(117,6) = 6 
x(118,10) = 7 
x(119,2) = 9 
x(120,5) = 9 
x(121,9) = 8 
x(122,10) = 7 
x(123,10) = 9 
x(124,1) = 9 
x(125,9) = 9 
x(126,6) = 8 
x(127,4) = 9 
x(128,9) = 9 
x(129,3) = 9 
x(130,10) = 8 
x(131,3) = 6 
x(132,1) = 6 
x(133,5) = 9 
x(134,3) = 1 
x(135,6) = 8 
x(136,10) = 9 
x(137,3) = 8 
x(138,6) = 9 
x(139,2) = 9 
x(140,4) = 9 
x(141,4) = 9 
x(142,1) = 9 
x(143,8) = 8 
x(144,1) = 9 
x(145,1) = 9 
x(146,3) = 9 
x(147,6) = 9 
x(148,9) = 9 
x(149,3) = 9 
x(150,6) = 9 
x(151,1) = 8 
x(152,1) = 6 
x(153,8) = 9 
x(154,8) = 8 
x(155,4) = 9 
x(156,1) = 9 
x(157,10) = 6 
x(158,4) = 9 
x(159,4) = 5 
x(160,7) = 2 
x(161,2) = 9 
x(162,9) = 6 
x(163,3) = 9 
x(164,8) = 9 
x(165,2) = 9 
x(166,3) = 5 
x(167,5) = 5 
x(168,2) = 9 
x(169,6) = 9 
x(170,10) = 5 
x(171,5) = 7 
x(172,10) = 9 
x(173,4) = 9 
x(174,6) = 9 
x(175,10) = 4 
x(176,7) = 9 
x(177,4) = 9 
x(178,1) = 9 
x(179,9) = 9 
x(180,7) = 9 
x(181,3) = 9 
x(182,10) = 8 
x(183,1) = 8 
x(184,10) = 9 
x(185,10) = 7 
x(186,6) = 2 
x(187,8) = 9 
x(188,3) = 5 
x(189,5) = 9 
x(190,4) = 9 
x(191,5) = 6 
x(192,2) = 9 
x(193,2) = 7 
x(194,8) = 9 
x(195,8) = 9 
x(196,9) = 9 
x(197,8) = 9 
x(198,4) = 3 
x(199,6) = 3 
x(200,5) = 7 
