x(1,6) = 7 
x(2,13) = 1 
x(3,14) = 7 
x(4,1) = 9 
x(5,1) = 9 
x(6,9) = 9 
x(7,5) = 9 
x(8,12) = 9 
x(9,7) = 8 
x(10,9) = 2 
x(11,9) = 7 
x(12,3) = 2 
x(13,4) = 1 
x(14,16) = 9 
x(15,11) = 0 
x(16,19) = 9 
x(17,5) = 5 
x(18,15) = 9 
x(19,7) = 4 
x(20,14) = 4 
x(21,4) = 9 
x(22,4) = 8 
x(23,17) = 8 
x(24,18) = 9 
x(25,14) = 8 
x(26,15) = 3 
x(27,3) = 9 
x(28,18) = 7 
x(29,1) = 4 
x(30,11) = 9 
x(31,6) = 5 
x(32,11) = 8 
x(33,7) = 4 
x(34,2) = 8 
x(35,3) = 4 
x(36,14) = 9 
x(37,10) = 6 
x(38,18) = 2 
x(39,10) = 8 
x(40,4) = 7 
x(41,20) = 0 
x(42,1) = 9 
x(43,5) = 6 
x(44,11) = 9 
x(45,17) = 8 
x(46,17) = 9 
x(47,10) = 9 
x(48,3) = 9 
x(49,1) = 0 
x(50,7) = 9 
x(51,16) = 9 
x(52,20) = 9 
x(53,20) = 3 
x(54,8) = 9 
x(55,14) = 4 
x(56,9) = 9 
x(57,16) = 5 
x(58,13) = 3 
x(59,13) = 7 
x(60,20) = 6 
x(61,13) = 5 
x(62,12) = 9 
x(63,17) = 9 
x(64,10) = 6 
x(65,9) = 1 
x(66,18) = 9 
x(67,11) = 8 
x(68,20) = 3 
x(69,15) = 5 
x(70,13) = 9 
x(71,2) = 0 
x(72,3) = 5 
x(73,7) = 9 
x(74,5) = 9 
x(75,1) = 6 
x(76,8) = 4 
x(77,6) = 8 
x(78,5) = 9 
x(79,19) = 5 
x(80,2) = 9 
x(81,3) = 9 
x(82,12) = 7 
x(83,6) = 7 
x(84,19) = 8 
x(85,8) = 6 
x(86,12) = 7 
x(87,18) = 9 
x(88,18) = 9 
x(89,1) = 8 
x(90,12) = 9 
x(91,17) = 7 
x(92,2) = 7 
x(93,5) = 8 
x(94,4) = 5 
x(95,8) = 2 
x(96,12) = 9 
x(97,15) = 3 
x(98,10) = 4 
x(99,20) = 9 
x(100,8) = 9 
