x(1,9) = 6 
x(2,14) = 9 
x(3,7) = 5 
x(4,18) = 0 
x(5,8) = 9 
x(6,1) = 8 
x(7,20) = 6 
x(8,12) = 2 
x(9,16) = 9 
x(10,20) = 9 
x(11,11) = 6 
x(12,2) = 1 
x(13,20) = 8 
x(14,12) = 6 
x(15,11) = 9 
x(16,10) = 9 
x(17,5) = 3 
x(18,15) = 6 
x(19,17) = 3 
x(20,5) = 7 
x(21,9) = 1 
x(22,6) = 8 
x(23,4) = 5 
x(24,10) = 5 
x(25,11) = 7 
x(26,2) = 9 
x(27,20) = 0 
x(28,3) = 9 
x(29,11) = 1 
x(30,8) = 6 
x(31,18) = 8 
x(32,4) = 6 
x(33,9) = 9 
x(34,2) = 9 
x(35,6) = 9 
x(36,9) = 7 
x(37,6) = 0 
x(38,10) = 9 
x(39,6) = 0 
x(40,19) = 9 
x(41,10) = 8 
x(42,8) = 6 
x(43,4) = 5 
x(44,3) = 9 
x(45,5) = 4 
x(46,8) = 9 
x(47,1) = 1 
x(48,20) = 5 
x(49,12) = 8 
x(50,9) = 8 
x(51,9) = 9 
x(52,19) = 8 
x(53,17) = 6 
x(54,20) = 6 
x(55,10) = 7 
x(56,3) = 9 
x(57,1) = 0 
x(58,9) = 6 
x(59,13) = 5 
x(60,15) = 9 
x(61,16) = 6 
x(62,13) = 7 
x(63,2) = 2 
x(64,7) = 8 
x(65,7) = 5 
x(66,12) = 9 
x(67,7) = 4 
x(68,18) = 9 
x(69,13) = 9 
x(70,8) = 6 
x(71,18) = 7 
x(72,3) = 9 
x(73,11) = 9 
x(74,13) = 8 
x(75,8) = 3 
x(76,14) = 6 
x(77,7) = 6 
x(78,5) = 9 
x(79,18) = 6 
x(80,11) = 4 
x(81,19) = 5 
x(82,4) = 0 
x(83,17) = 9 
x(84,19) = 7 
x(85,10) = 1 
x(86,13) = 9 
x(87,19) = 9 
x(88,16) = 7 
x(89,6) = 3 
x(90,9) = 5 
x(91,1) = 7 
x(92,11) = 4 
x(93,14) = 2 
x(94,13) = 7 
x(95,10) = 4 
x(96,1) = 5 
x(97,10) = 9 
x(98,3) = 7 
x(99,14) = 8 
x(100,6) = 9 
x(101,6) = 9 
x(102,1) = 8 
x(103,14) = 4 
x(104,13) = 0 
x(105,12) = 5 
x(106,4) = 9 
x(107,1) = 9 
x(108,11) = 8 
x(109,18) = 0 
x(110,5) = 5 
x(111,5) = 9 
x(112,11) = 3 
x(113,16) = 1 
x(114,4) = 5 
x(115,4) = 7 
x(116,15) = 7 
x(117,16) = 5 
x(118,3) = 1 
x(119,2) = 9 
x(120,14) = 7 
x(121,2) = 9 
x(122,15) = 3 
x(123,9) = 8 
x(124,12) = 7 
x(125,11) = 2 
x(126,15) = 4 
x(127,13) = 2 
x(128,3) = 7 
x(129,20) = 7 
x(130,16) = 6 
x(131,13) = 9 
x(132,11) = 1 
x(133,18) = 1 
x(134,19) = 2 
x(135,11) = 1 
x(136,17) = 9 
x(137,11) = 9 
x(138,8) = 8 
x(139,9) = 1 
x(140,7) = 7 
x(141,17) = 5 
x(142,13) = 2 
x(143,1) = 6 
x(144,4) = 8 
x(145,18) = 9 
x(146,16) = 2 
x(147,6) = 7 
x(148,7) = 0 
x(149,17) = 6 
x(150,2) = 6 
x(151,20) = 9 
x(152,18) = 6 
x(153,2) = 7 
x(154,4) = 7 
x(155,15) = 7 
x(156,16) = 2 
x(157,17) = 3 
x(158,19) = 9 
x(159,12) = 2 
x(160,17) = 9 
x(161,4) = 7 
x(162,2) = 8 
x(163,8) = 9 
x(164,20) = 0 
x(165,3) = 2 
x(166,5) = 3 
x(167,19) = 5 
x(168,2) = 8 
x(169,12) = 0 
x(170,14) = 7 
x(171,1) = 2 
x(172,5) = 3 
x(173,12) = 6 
x(174,18) = 1 
x(175,12) = 4 
x(176,10) = 4 
x(177,4) = 9 
x(178,10) = 8 
x(179,3) = 7 
x(180,6) = 9 
x(181,13) = 7 
x(182,8) = 9 
x(183,8) = 9 
x(184,3) = 7 
x(185,15) = 9 
x(186,3) = 0 
x(187,13) = 7 
x(188,14) = 3 
x(189,1) = 3 
x(190,16) = 9 
x(191,4) = 1 
x(192,15) = 8 
x(193,16) = 5 
x(194,1) = 6 
x(195,5) = 6 
x(196,15) = 9 
x(197,18) = 7 
x(198,18) = 6 
x(199,3) = 0 
x(200,17) = 7 
x(201,10) = 6 
x(202,2) = 5 
x(203,7) = 7 
x(204,12) = 8 
x(205,17) = 9 
x(206,14) = 8 
x(207,7) = 3 
x(208,13) = 2 
x(209,17) = 9 
x(210,10) = 0 
x(211,17) = 9 
x(212,9) = 0 
x(213,1) = 8 
x(214,16) = 8 
x(215,10) = 9 
x(216,12) = 8 
x(217,15) = 3 
x(218,15) = 7 
x(219,10) = 9 
x(220,17) = 8 
x(221,3) = 8 
x(222,5) = 6 
x(223,16) = 4 
x(224,7) = 6 
x(225,19) = 7 
x(226,7) = 8 
x(227,4) = 5 
x(228,18) = 7 
x(229,14) = 7 
x(230,17) = 9 
x(231,4) = 5 
x(232,7) = 5 
x(233,11) = 6 
x(234,12) = 8 
x(235,15) = 2 
x(236,18) = 9 
x(237,16) = 5 
x(238,8) = 9 
x(239,5) = 9 
x(240,13) = 9 
x(241,7) = 1 
