x(1,92) = 7 
x(2,26) = 9 
x(3,95) = 4 
x(4,49) = 7 
x(5,79) = 7 
x(6,59) = 8 
x(7,80) = 3 
x(8,87) = 8 
x(9,17) = 3 
x(10,16) = 9 
x(11,76) = 9 
x(12,30) = 2 
x(13,29) = 8 
x(14,26) = 9 
x(15,29) = 8 
x(16,83) = 0 
x(17,96) = 1 
x(18,13) = 2 
x(19,84) = 2 
x(20,78) = 5 
x(21,71) = 6 
x(22,53) = 7 
x(23,96) = 8 
x(24,73) = 7 
x(25,76) = 9 
x(26,63) = 9 
x(27,6) = 9 
x(28,65) = 9 
x(29,60) = 0 
x(30,30) = 8 
x(31,97) = 4 
x(32,5) = 6 
x(33,7) = 9 
x(34,48) = 5 
x(35,38) = 0 
x(36,42) = 7 
x(37,57) = 9 
x(38,1) = 3 
x(39,60) = 9 
x(40,84) = 9 
x(41,9) = 0 
x(42,53) = 9 
x(43,51) = 1 
x(44,98) = 9 
x(45,86) = 9 
x(46,27) = 9 
x(47,27) = 8 
x(48,59) = 8 
x(49,95) = 8 
x(50,99) = 9 
x(51,54) = 9 
x(52,83) = 9 
x(53,49) = 4 
x(54,24) = 9 
x(55,77) = 4 
x(56,93) = 9 
x(57,83) = 5 
x(58,86) = 6 
x(59,1) = 9 
x(60,93) = 9 
x(61,5) = 5 
x(62,72) = 8 
x(63,14) = 9 
x(64,51) = 8 
x(65,3) = 9 
x(66,73) = 9 
x(67,41) = 3 
x(68,20) = 7 
x(69,83) = 8 
x(70,77) = 7 
x(71,10) = 9 
x(72,56) = 9 
x(73,63) = 9 
x(74,74) = 1 
x(75,82) = 9 
x(76,89) = 3 
x(77,34) = 8 
x(78,25) = 1 
x(79,58) = 6 
x(80,70) = 9 
x(81,33) = 8 
x(82,6) = 2 
x(83,26) = 9 
x(84,32) = 4 
x(85,67) = 0 
x(86,92) = 9 
x(87,11) = 9 
x(88,51) = 3 
x(89,82) = 9 
x(90,34) = 7 
x(91,66) = 0 
x(92,4) = 9 
x(93,40) = 8 
x(94,37) = 0 
x(95,51) = 3 
x(96,79) = 7 
x(97,39) = 9 
x(98,48) = 0 
x(99,35) = 8 
x(100,19) = 8 
x(101,16) = 9 
x(102,35) = 9 
x(103,87) = 1 
x(104,19) = 7 
x(105,99) = 5 
x(106,61) = 9 
x(107,76) = 0 
x(108,30) = 7 
x(109,44) = 5 
x(110,38) = 4 
x(111,23) = 0 
x(112,49) = 8 
x(113,70) = 9 
x(114,14) = 1 
x(115,22) = 9 
x(116,95) = 0 
x(117,24) = 4 
x(118,67) = 7 
x(119,73) = 8 
x(120,40) = 9 
x(121,61) = 6 
x(122,28) = 4 
x(123,46) = 7 
x(124,60) = 8 
x(125,21) = 7 
x(126,81) = 4 
x(127,83) = 8 
x(128,64) = 9 
x(129,47) = 9 
x(130,13) = 9 
x(131,46) = 9 
x(132,22) = 8 
x(133,33) = 9 
x(134,10) = 5 
x(135,41) = 9 
x(136,31) = 9 
x(137,35) = 7 
x(138,93) = 6 
x(139,24) = 9 
x(140,14) = 1 
x(141,78) = 9 
x(142,13) = 0 
x(143,14) = 8 
x(144,3) = 3 
x(145,70) = 1 
x(146,8) = 9 
x(147,51) = 9 
x(148,29) = 4 
x(149,63) = 9 
x(150,75) = 9 
x(151,31) = 0 
x(152,28) = 5 
x(153,85) = 9 
x(154,17) = 9 
x(155,50) = 6 
x(156,77) = 7 
x(157,32) = 1 
x(158,38) = 9 
x(159,46) = 3 
x(160,38) = 9 
x(161,69) = 0 
x(162,81) = 7 
x(163,25) = 9 
x(164,62) = 4 
x(165,11) = 1 
x(166,87) = 9 
x(167,33) = 5 
x(168,62) = 5 
x(169,12) = 8 
x(170,69) = 9 
x(171,99) = 8 
x(172,40) = 7 
x(173,87) = 9 
x(174,11) = 9 
x(175,37) = 9 
x(176,98) = 8 
x(177,86) = 5 
x(178,70) = 9 
x(179,7) = 9 
x(180,29) = 9 
x(181,97) = 9 
x(182,38) = 9 
x(183,21) = 1 
x(184,70) = 8 
x(185,3) = 0 
x(186,59) = 8 
x(187,47) = 7 
x(188,70) = 7 
x(189,44) = 9 
x(190,32) = 4 
x(191,20) = 2 
x(192,48) = 1 
x(193,34) = 3 
x(194,19) = 9 
x(195,76) = 4 
x(196,45) = 0 
x(197,41) = 0 
x(198,95) = 4 
x(199,98) = 2 
x(200,60) = 8 
x(201,62) = 6 
x(202,50) = 9 
x(203,74) = 5 
x(204,77) = 7 
x(205,65) = 4 
x(206,9) = 0 
x(207,47) = 1 
x(208,6) = 6 
x(209,60) = 9 
x(210,98) = 9 
x(211,82) = 8 
x(212,30) = 6 
x(213,49) = 7 
x(214,64) = 3 
x(215,40) = 8 
x(216,100) = 9 
x(217,82) = 8 
x(218,69) = 8 
x(219,40) = 8 
x(220,99) = 9 
x(221,54) = 0 
x(222,29) = 9 
x(223,66) = 9 
x(224,43) = 9 
x(225,14) = 4 
x(226,99) = 9 
x(227,91) = 1 
x(228,68) = 0 
x(229,45) = 9 
x(230,43) = 5 
x(231,99) = 9 
x(232,23) = 9 
x(233,45) = 9 
x(234,44) = 9 
x(235,5) = 5 
x(236,36) = 5 
x(237,84) = 9 
x(238,56) = 5 
x(239,52) = 2 
x(240,42) = 5 
x(241,69) = 8 
x(242,92) = 9 
x(243,94) = 8 
x(244,77) = 4 
x(245,2) = 7 
x(246,96) = 3 
x(247,65) = 9 
x(248,100) = 9 
x(249,60) = 8 
x(250,18) = 9 
x(251,65) = 9 
x(252,58) = 9 
x(253,3) = 7 
x(254,69) = 3 
x(255,26) = 9 
x(256,8) = 7 
x(257,27) = 8 
x(258,40) = 9 
x(259,47) = 9 
x(260,51) = 8 
x(261,22) = 5 
x(262,58) = 7 
x(263,99) = 5 
x(264,55) = 5 
x(265,81) = 5 
x(266,7) = 4 
x(267,85) = 9 
x(268,22) = 9 
x(269,12) = 0 
x(270,31) = 8 
x(271,88) = 9 
x(272,60) = 9 
x(273,71) = 7 
x(274,19) = 4 
x(275,13) = 9 
x(276,50) = 9 
x(277,59) = 8 
x(278,1) = 9 
x(279,7) = 9 
x(280,97) = 9 
x(281,85) = 8 
x(282,70) = 2 
x(283,79) = 6 
x(284,79) = 5 
x(285,49) = 8 
x(286,48) = 9 
x(287,26) = 1 
x(288,99) = 3 
x(289,61) = 9 
x(290,88) = 9 
x(291,7) = 8 
x(292,31) = 7 
x(293,6) = 1 
x(294,35) = 9 
x(295,58) = 9 
x(296,67) = 8 
x(297,29) = 0 
x(298,17) = 9 
x(299,60) = 9 
x(300,92) = 8 
x(301,40) = 2 
x(302,91) = 9 
x(303,19) = 9 
x(304,58) = 0 
x(305,71) = 9 
x(306,25) = 3 
x(307,29) = 8 
x(308,53) = 8 
x(309,71) = 9 
