x(1,56) = 4 
x(2,41) = 2 
x(3,25) = 4 
x(4,8) = 0 
x(5,8) = 3 
x(6,25) = 8 
x(7,41) = 1 
x(8,4) = 1 
x(9,34) = 3 
x(10,11) = 2 
x(11,27) = 4 
x(12,57) = 4 
x(13,4) = 4 
x(14,37) = 3 
x(15,10) = 2 
x(16,60) = 2 
x(17,58) = 0 
x(18,16) = 7 
x(19,11) = 4 
x(20,54) = 4 
x(21,1) = 5 
x(22,25) = 4 
x(23,43) = 4 
x(24,17) = 0 
x(25,9) = 1 
x(26,43) = 2 
x(27,12) = 3 
x(28,13) = 5 
x(29,55) = 3 
x(30,44) = 1 
x(31,25) = 3 
x(32,59) = 1 
x(33,5) = 3 
x(34,3) = 3 
x(35,57) = 0 
x(36,18) = 5 
x(37,31) = 1 
x(38,57) = 3 
x(39,30) = 4 
x(40,32) = 3 
x(41,59) = 2 
x(42,22) = 2 
x(43,50) = 2 
x(44,3) = 1 
x(45,17) = 0 
x(46,57) = 2 
x(47,12) = 1 
x(48,31) = 3 
x(49,40) = 2 
x(50,56) = 0 
x(51,44) = 1 
x(52,10) = 6 
x(53,36) = 1 
x(54,11) = 0 
x(55,10) = 2 
x(56,2) = 1 
x(57,21) = 4 
x(58,29) = 2 
x(59,11) = 5 
x(60,20) = 4 
x(61,46) = 4 
x(62,34) = 0 
x(63,24) = 5 
x(64,6) = 4 
x(65,28) = 1 
x(66,11) = 6 
x(67,8) = 4 
x(68,48) = 1 
x(69,20) = 3 
x(70,50) = 7 
x(71,4) = 3 
x(72,9) = 0 
x(73,55) = 2 
x(74,7) = 0 
x(75,39) = 1 
x(76,22) = 4 
x(77,59) = 1 
x(78,14) = 1 
x(79,57) = 4 
x(80,28) = 0 
x(81,28) = 3 
x(82,28) = 4 
x(83,53) = 4 
x(84,59) = 5 
x(85,6) = 5 
x(86,60) = 4 
x(87,45) = 1 
x(88,46) = 0 
x(89,51) = 3 
x(90,51) = 1 
x(91,17) = 3 
x(92,6) = 5 
x(93,8) = 5 
x(94,39) = 1 
x(95,44) = 5 
x(96,55) = 1 
x(97,60) = 2 
x(98,47) = 4 
x(99,21) = 1 
x(100,21) = 3 
x(101,54) = 4 
x(102,5) = 2 
x(103,34) = 5 
x(104,56) = 2 
x(105,33) = 0 
x(106,49) = 4 
x(107,29) = 5 
x(108,18) = 1 
x(109,17) = 1 
x(110,7) = 3 
x(111,33) = 4 
x(112,58) = 5 
x(113,49) = 4 
x(114,13) = 0 
x(115,48) = 1 
x(116,29) = 4 
x(117,39) = 2 
x(118,31) = 4 
x(119,41) = 1 
x(120,43) = 1 
x(121,3) = 2 
