x(1,20) = 0 
x(2,73) = 3 
x(3,139) = 1 
x(4,37) = 9 
x(5,198) = 3 
x(6,18) = 0 
x(7,78) = 6 
x(8,26) = 6 
x(9,57) = 7 
x(10,160) = 8 
x(11,117) = 4 
x(12,31) = 9 
x(13,151) = 9 
x(14,189) = 1 
x(15,199) = 8 
x(16,123) = 2 
x(17,62) = 4 
x(18,134) = 0 
x(19,177) = 6 
x(20,28) = 0 
x(21,145) = 9 
x(22,35) = 9 
x(23,27) = 7 
x(24,29) = 4 
x(25,182) = 8 
x(26,57) = 4 
x(27,114) = 7 
x(28,93) = 7 
x(29,137) = 9 
x(30,5) = 9 
x(31,71) = 0 
x(32,2) = 8 
x(33,114) = 9 
x(34,67) = 3 
x(35,11) = 8 
x(36,170) = 8 
x(37,162) = 3 
x(38,196) = 7 
x(39,136) = 6 
x(40,58) = 3 
x(41,173) = 9 
x(42,169) = 7 
x(43,151) = 8 
x(44,136) = 0 
x(45,35) = 1 
x(46,48) = 1 
x(47,41) = 0 
x(48,40) = 3 
x(49,25) = 5 
x(50,123) = 9 
x(51,65) = 9 
x(52,123) = 4 
x(53,135) = 1 
x(54,193) = 1 
x(55,84) = 9 
x(56,14) = 0 
x(57,12) = 8 
x(58,70) = 9 
x(59,149) = 9 
x(60,125) = 1 
x(61,183) = 9 
x(62,44) = 7 
x(63,157) = 9 
x(64,79) = 8 
x(65,99) = 0 
x(66,179) = 4 
x(67,189) = 4 
x(68,153) = 5 
x(69,195) = 7 
x(70,158) = 1 
x(71,119) = 8 
x(72,140) = 3 
x(73,150) = 8 
x(74,59) = 0 
x(75,72) = 9 
x(76,52) = 4 
x(77,99) = 9 
x(78,99) = 3 
x(79,109) = 8 
x(80,13) = 3 
x(81,33) = 4 
x(82,154) = 2 
x(83,94) = 7 
x(84,163) = 1 
x(85,153) = 8 
x(86,152) = 9 
x(87,188) = 4 
x(88,193) = 9 
x(89,186) = 9 
x(90,120) = 1 
x(91,32) = 9 
x(92,3) = 8 
x(93,167) = 9 
x(94,49) = 9 
x(95,9) = 7 
x(96,198) = 9 
x(97,140) = 9 
x(98,21) = 0 
x(99,20) = 9 
x(100,155) = 4 
